"","X","n_obs","m","C_obs","N_scr","N_scr_se","sigma_scr","sigma_scr_se","lambda0_scr","scr_ran","runtime_scr","N","N_se","sigma","sigma_se","lambda0","beta","r","runtime","ess_N","ess_sigma","N_better","sigma_better","N_true","beta_true","sigma_true","freq"
"833",3,89,31,22,50.438411942702,6.84738029721625,0.0974899111393211,0.00899562669019337,0.12366472954296,1,0.0973033865292867,53.2016,8.39792638137551,0.117279478584366,0.0148044715673589,0.0698778768425815,6.77300574452846,0.190926849066298,12.4410066803296,692.074366711427,280.632596826131,0,1,50,0.599999999999999,0.12,135
"834",4,84,29,22,47.4164857824496,6.32695125117158,0.0893574348341981,0.00725214936834974,0.162421604322863,1,0.112751177946726,52.952,8.20154876598709,0.0998968510682708,0.0103095873357049,0.0910065175172653,22.7951652553536,0.120726402869453,12.3253923296928,996.204482157441,383.224465519375,0,1,50,0.8,0.12,135
"835",5,96,33,24,47.5391725911111,5.66539807401693,0.118367917968634,0.0103725790303973,0.101800225154249,1,0.174681425094604,49.2124,5.87955048328988,0.120524355037155,0.0117414504884149,0.0925714134424386,6.518734361824,0.449001986289125,12.8074820240339,1151.11086540299,445.171632964387,1,1,50,1,0.12,135
"836",6,125,23,19,44.9738176962267,6.83226398049599,0.0521476524983882,0.00283047501605231,0.60170126521514,1,0.149416573842367,53.9084,9.74106589577929,0.0701588370404805,0.00768565557478994,0.128658148573003,42.7467868127851,0.0566644933143949,14.1481119116147,897.209116739593,299.412826141469,1,1,50,0.2,0.12,270
"837",7,133,26,23,41.7452839347915,5.41679014311973,0.0772227906138848,0.00452382138514381,0.311189072729149,1,0.18727966149648,46.712,6.97599611587646,0.0857020038262779,0.00735927224709069,0.147164121859043,15.4662652433506,0.127579232187214,14.58526917696,1153.43731294302,400.459264684314,1,1,50,0.4,0.12,270
"838",8,158,28,25,36.0412041557464,3.61769449036072,0.111309390991895,0.00683913759495009,0.202744238395877,1,0.218388911088308,40.8336,4.99927075914571,0.118949401493503,0.0106993726748573,0.105280686731362,27.1174007287854,0.0860798124211118,15.6320793231328,1324.41827088424,338.301135233103,1,1,50,0.599999999999999,0.12,270
"839",9,166,36,24,47.3010968138198,4.37453860411501,0.111158346979932,0.00668385468729284,0.18413703104028,1,0.279294729232788,49.6008,4.99546005974258,0.121863574678396,0.0089289675180312,0.116980592894888,33.6049154625482,0.107793248097461,18.1750391244888,1281.7341723737,422.792683508854,1,1,50,0.8,0.12,270
"840",10,161,33,25,42.5989780964384,4.01260286908382,0.113470468011007,0.00707771202342562,0.185626660268074,1,0.293603189786275,44.9056,4.65967527510961,0.122065739434518,0.00988452790847181,0.124511825349953,10.7809070442093,0.190893747144244,16.468367477258,1156.45391405417,378.926714141684,1,1,50,1,0.12,270
"841",1,60,20,21,35.8897664339775,6.10089820663728,0.0855513841570286,0.00851992507947951,0.135288591419872,1,0.0977259914080302,38.0352,7.11031529493857,0.100518315325105,0.0139363343842873,0.0847567442839928,31.4856197747924,0.121937340598035,9.21624470551809,1108.75110775082,318.872907447267,1,1,50,0.2,0.18,135
"842",2,58,24,21,44.6838151801788,7.87680818349164,0.106761576072282,0.0136409978482133,0.0653847024943273,1,0.0945046544075012,45.3872,8.46505398775497,0.120413555640251,0.0191122019024887,0.0533577103709985,21.9643515804763,0.233253845153239,9.32384355862935,509.540467814472,256.57327258322,1,1,50,0.4,0.18,135
"843",3,84,31,25,42.6291655265636,5.39322447521925,0.167677099996529,0.0205122804459334,0.0454917539694278,1,0.0902323206265767,43.7528,5.46227303699589,0.180657480402406,0.0244900906200406,0.038977520989527,8.11403587799522,0.260300282659512,11.3289091865222,913.84682397153,273.481734818042,1,1,50,0.599999999999999,0.18,135
"844",4,68,29,25,43.0458241971189,6.13337919209871,0.154243183889072,0.0185433829850451,0.0451177887192232,1,0.0954191605250041,45.2736,6.68884439165079,0.199412175904269,0.0465812831814326,0.0275336760181334,0.534032935888045,0.603492126715341,10.2379013419151,976.453948335553,75.3511092974312,1,1,50,0.8,0.18,135
"845",5,68,33,22,57.8559098674242,9.3928753535167,0.144908477569394,0.0197526916884197,0.0353771832856503,1,0.113655340671539,59.212,9.2453472935651,0.15622848004411,0.0243778321812409,0.0323216103306846,5.36456741915128,0.650818272453599,11.7822870095571,931.812407929159,204.311027128256,0,1,50,1,0.18,135
"846",6,159,27,24,34.5455241849344,3.50075242845615,0.111341439402658,0.00687793132862891,0.208859303395169,1,0.199628885587056,37.3876,4.5650084294319,0.134758121616948,0.0139893015779719,0.0860985871285075,26.9608463705479,0.0730457557924635,15.1182207425435,811.60349672855,273.9402481188,1,1,50,0.2,0.18,270
"847",7,142,35,24,45.1841441313861,4.24992171404073,0.12619679799696,0.00902923416977166,0.12725388117085,1,0.202774854501088,49.7872,5.57766620587156,0.136321680051351,0.0127658354255976,0.0760245352461324,20.947274063238,0.102220181871227,16.4397885839144,955.608720892963,342.320916237249,1,1,50,0.4,0.18,270
"848",8,152,35,25,46.1049782423981,4.41238492819882,0.117367589454112,0.0077314988028552,0.149215030438568,1,0.225792368253072,48.6348,5.18977865433512,0.122434828648357,0.0103255246481438,0.110933304127614,23.5000509938633,0.144441502340874,17.8106404900551,1302.11082893673,364.013419271011,1,1,50,0.599999999999999,0.18,270
"849",9,118,35,25,40.8091201615508,3.28650471682639,0.194079733581309,0.0178174883299082,0.0570063022514246,1,0.180490096410116,42.1776,3.67938491997722,0.202771667828596,0.0210718235083503,0.0480174367088831,17.4087087296912,0.171020418302719,13.8382468660672,1287.68063751919,332.799702928651,1,0,50,0.8,0.18,270
"850",10,121,30,25,34.7337695220037,2.86577342742259,0.16781390972789,0.0141605726733801,0.0876011874500348,1,0.161067875226339,35.1748,2.96009287353082,0.177908918249214,0.0186423841566352,0.0758164520099292,9.48626362884836,0.308256930193374,12.781488442421,980.453327321038,266.79186949985,1,1,50,1,0.18,270
"851",1,123,27,20,48.6147247897183,6.6256623990313,0.0616284381032607,0.00371011311418802,0.45904760655065,1,0.144973961512248,54.9356,8.49241432576344,0.0706897194816389,0.0065377619731463,0.181113511809958,35.3675424095225,0.0943920122698297,14.6767683545748,1070.9088186265,369.519978009998,0,1,50,0.2,0.12,135
"852",2,90,25,21,43.440875188252,6.23109095419076,0.0846948348687112,0.00639826127959965,0.155838601907405,1,0.101149845123291,44.4408,7.01556716403266,0.103187272750999,0.0109571782300894,0.0889121118279167,14.127855331404,0.159029427140337,10.7777388294538,1076.09547003849,313.659705210335,1,1,50,0.4,0.12,135
"853",3,70,23,21,34.8786681340186,4.99824174486531,0.0982549416433027,0.00880225571195571,0.155716337627071,1,0.0762867410977681,37.9688,5.88626246393395,0.0994999123804049,0.00999674428358985,0.127717950592631,20.039059910539,0.220736967395558,9.33131678104401,1210.96143235361,488.591361475528,1,1,50,0.599999999999999,0.12,135
"854",4,76,27,23,47.9770647389781,7.06519031790759,0.0923780656880919,0.00842442994946868,0.110398704795572,1,0.1123295545578,48.782,7.36278209809917,0.0993408425366441,0.0132515200954487,0.0957951691134178,8.83694725027946,0.41147494592349,10.9389936049779,1162.58396702406,188.310418200226,1,1,50,0.8,0.12,135
"855",5,75,31,24,57.3305248540762,8.40229827552998,0.0950181064936431,0.00910198303844439,0.0909664433878841,1,0.127102967103322,62.9412,11.3043734060425,0.107405029390927,0.0131293840909566,0.0595701175062516,16.1239778017183,0.145486755188224,12.5709792415301,620.665827690749,338.799742464185,0,1,50,1,0.12,135
"856",6,160,24,20,41.4379167495462,5.76810693627101,0.061082204039228,0.00302156848385921,0.634164442967781,1,0.237671009699504,48.5492,8.16832099927389,0.0822246919743728,0.00808517222647522,0.122544540300603,37.2718183457514,0.0555452347643381,15.269537572066,949.486424636244,410.979759438684,1,1,50,0.2,0.12,270
"857",7,166,31,23,46.8776068414018,5.36510870111189,0.0856438061163418,0.00485367505940746,0.268693836508496,1,0.258205270767212,50.6716,6.6988434256442,0.0983718809340742,0.00801735168721553,0.128610883775816,14.4550688121402,0.129110342178101,17.4317829092344,1272.91213898994,405.531004004393,1,1,50,0.4,0.12,270
"858",8,197,36,25,52.2563963579935,5.31285221206783,0.0866004084057966,0.00439459520179515,0.315849507280829,1,0.24232325553894,55.7164,6.13969456730153,0.0950799107651829,0.00675395725647726,0.173547071541878,25.4328044887615,0.123877817188768,19.7884783943494,1507.74780375797,498.909964623898,0,1,50,0.599999999999999,0.12,270
"859",9,145,34,25,47.7719150872317,4.95009262385512,0.102029836786693,0.00639847980851084,0.18693552277985,1,0.230164138476054,51.9556,5.79481324843465,0.102685741691092,0.00754216801275062,0.138626536577178,47.6152258067136,0.113307578163065,15.9144113103549,1442.44332006398,545.543717324925,1,1,50,0.8,0.12,270
"860",10,188,32,24,45.5924963666742,4.78415753914247,0.0904074336812454,0.00452407881672471,0.287176726358249,1,0.329174319903056,47.8736,5.35450196717926,0.0971131552394354,0.00651987288975681,0.184626013136736,14.5815851950992,0.189390299927416,17.2287626941999,1456.71393299807,441.315977868761,1,1,50,1,0.12,270
"861",1,94,24,25,31.4698172258229,3.95165118301253,0.1268535110289,0.012792352613455,0.117038658137957,1,0.126314091682434,34.0536,5.05507156620119,0.170443059430977,0.0243749927304475,0.0453909435327391,6.57822355474396,0.117097148050837,10.1550613919894,773.937953435385,303.885247249485,1,1,50,0.2,0.18,135
"862",2,70,30,21,45.482670036365,6.52130613012306,0.148288435417378,0.0175696490690194,0.047017980130425,1,0.0806212464968363,53.1424,9.39624595331594,0.169697957953426,0.0279156559978213,0.0279970296367822,10.4414592892764,0.112165334787012,10.3697424729665,595.510192920893,279.500226619366,1,1,50,0.4,0.18,135
"863",3,94,36,24,56.6809075379923,7.29735240381259,0.132271619305049,0.0136136436332615,0.0568666612401965,1,0.168495090802511,53.6524,7.65536518308791,0.267760260143876,0.115787064315975,0.0242665492831355,3.6662230904359,0.295575944246722,12.8369542082151,154.73444508525,36.4995976775595,1,0,50,0.599999999999999,0.18,135
"864",4,70,29,22,51.0213004400257,7.65869626357527,0.108864859767678,0.0113643721073511,0.0713674206473252,1,0.0964011470476786,53.2104,18.1693087747592,0.336845107092519,0.226818113235316,0.0239977975723558,0.884941651362369,0.419672560188723,10.6955982247988,48.3403868577043,21.4305047137726,0,0,50,0.8,0.18,135
"865",5,57,25,22,34.1427566713856,4.85792496072897,0.200605127726186,0.0291322392714211,0.0306602003475774,1,0.0936256368954976,37.3376,6.5643325955477,0.271588226181159,0.108129510006971,0.0207229541967689,1.06567454944233,0.578433366561539,8.51922093232473,148.426187015025,59.1070522732855,1,0,50,1,0.18,135
"866",6,215,32,24,47.075580804369,5.05690093778825,0.0832931038454981,0.00391508121902397,0.351950836893487,1,0.278691403071086,50.1584,6.31313327125923,0.111569958637212,0.010607336012132,0.100014741081748,17.9071791551035,0.0827926411346997,20.3113581061363,797.396428009079,250.645525437266,1,1,50,0.2,0.18,270
"867",7,131,32,25,40.6524655291328,3.80267765234348,0.126041817483357,0.00852283908951656,0.137366659826314,1,0.218180588881175,44.1108,4.78594666436951,0.130545843724053,0.0109615350587327,0.0942091651131418,30.7781898026892,0.107072835043269,14.5709033489227,1396.18990381054,425.923020236722,1,1,50,0.4,0.18,270
"868",8,151,40,25,51.596091992541,4.66910967705345,0.12477955053571,0.0087129524853567,0.132655699356549,1,0.224154460430145,54.9404,5.4675044839591,0.130452281916336,0.010081150623645,0.0961470887160721,32.6074441337655,0.120158012148947,17.0276841600736,1173.24021415331,422.749235771729,0,1,50,0.599999999999999,0.18,270
"869",9,160,34,25,40.4500000120996,3.29345173270842,0.154554350279028,0.0119831986518041,0.097414191819172,1,0.205190924803416,40.512,3.535937943864,0.168926731327748,0.0205449516306223,0.0813877095286085,7.75824097829603,0.285281344472494,15.2096484144529,299.526631388272,137.350465604719,1,1,50,0.8,0.18,270
"870",10,156,36,25,44.6466260495349,3.92482908358536,0.141760618427821,0.0107249315172341,0.104530723699269,1,0.247174688180288,45.3368,4.08240519459658,0.149611896084172,0.0126080733008714,0.0882683878331197,12.0802120018276,0.226365634681234,15.6291872501373,1089.72903437979,338.642858154114,1,1,50,1,0.18,270
"871",1,94,25,19,48.348072766826,7.12642312533055,0.0608975721295969,0.00399217383051798,0.325708469524346,1,0.102874402205149,56.9484,11.3857099557506,0.0853668853757789,0.0109383440254246,0.0846897937537983,16.3336009113693,0.090072454716713,12.8482952872912,567.890034605778,269.153386830068,0,1,50,0.2,0.12,135
"872",2,91,27,22,47.6212714913378,6.64052348764459,0.0822545632777198,0.00628745016912325,0.162833619540621,1,0.114921283721924,52.0788,8.33251239813936,0.0960095078316721,0.0114284955798818,0.0881762488089641,15.9119474307691,0.124936347716586,11.6914090911547,912.962987339443,291.479682218594,1,1,50,0.4,0.12,135
"873",3,85,29,23,45.1639378692835,5.88728476672473,0.0986133625974257,0.00817900271181612,0.138955491645185,1,0.109673627217611,48.4372,6.51612155319699,0.100285474624781,0.00894333998941513,0.114216946731459,8.60242937295551,0.307793205050334,11.569562013944,1286.83972195256,511.240702697259,1,1,50,0.599999999999999,0.12,135
"874",4,108,33,24,56.5845222029569,7.01584745715214,0.0893820717826962,0.00602630411497193,0.136864496975898,1,0.125866119066874,58.8232,7.70332903823461,0.101835567290232,0.00884192687801713,0.0885460243139261,11.830982020578,0.189574312397215,14.3359972397486,1333.99299271512,454.591492601105,0,1,50,0.8,0.12,135
"875",5,110,35,24,60.2114330991865,7.42650184926768,0.0896173456845359,0.00651879834251257,0.134228094482356,1,0.139802181720734,61.6544,7.988922943421,0.0989876341375642,0.00926398787701188,0.0998193635873647,10.8699797186202,0.240490315662664,14.9579658587774,1168.94318061584,353.918287494631,0,1,50,1,0.12,135
"876",6,112,18,18,32.0567447166018,5.26994162481915,0.0607882358750241,0.00324696463113281,0.526389292372852,1,0.141847936312358,41.1772,7.98905064022333,0.0674747858272697,0.00784297921250581,0.15709849195854,37.8868299099495,0.0645935149895875,11.2459410190582,898.529139018061,251.133076465154,1,1,50,0.2,0.12,270
"877",7,149,30,23,48.5349305731754,5.86456723428028,0.0761316324645106,0.00406004478814727,0.318546682231939,1,0.195118109385173,54.8332,7.59460657174497,0.0878596054000151,0.00749004003225574,0.128466974863357,30.8696275529039,0.0837755116640971,16.4603910883268,1295.57944251601,366.227817236717,0,1,50,0.4,0.12,270
"878",8,170,32,25,49.8693408668311,5.72611072183811,0.0768277512877746,0.00414231637408201,0.374415189562971,1,0.236292636394501,56.314,7.1842640165701,0.0787561108430049,0.00576262655910457,0.207383671092342,24.5164204386332,0.138451930958034,17.3502982139587,1179.1018848198,424.540206481179,0,1,50,0.599999999999999,0.12,270
"879",9,193,37,25,48.6243450251043,4.39834572065116,0.11095844916525,0.00641902077833598,0.185226459463858,1,0.315668694178263,54.3372,5.7208904547315,0.113194536735481,0.00775933883378359,0.116982695575017,52.6596898652006,0.0754650828516681,19.5824968616168,1490.91201415417,463.049939003039,0,1,50,0.8,0.12,270
"880",10,135,35,24,52.3773660727528,5.75426860754064,0.0885104904621221,0.00570284345961025,0.246020221420727,1,0.164877692858378,56.716,7.0937911407864,0.0989083927947626,0.00831301054831878,0.132250065070195,20.164538304996,0.130480900270116,15.1456068476041,958.266119493632,379.916464193849,0,1,50,1,0.12,270
"881",1,91,31,21,52.8000980962313,7.15387860870032,0.0987964672501464,0.00882731562033168,0.102615582052598,1,0.149162220954895,56.364,8.86551425114048,0.120943544831797,0.0157070816943091,0.0554303928619301,7.88934174304908,0.15941852484763,12.6973960518837,763.83447159836,267.458375577092,0,1,50,0.2,0.18,135
"882",2,68,26,21,44.0374017649516,6.64023894001861,0.100906478309738,0.010037944700757,0.0980175754894481,1,0.0932091514269511,49.1876,9.07738761022854,0.117715400781497,0.0172959626451512,0.0561650947149562,11.6670784537303,0.141324645415139,9.78431619405746,668.705514826291,271.420916271168,1,1,50,0.4,0.18,135
"883",3,70,28,23,38.3915069557174,5.05102454110253,0.16980421133266,0.0202078384935958,0.0444957881268925,1,0.104476284980774,39.94,5.45522719980759,0.207954113950552,0.0436818663738706,0.029868634882645,1.09377260824131,0.453488238068924,9.75973349412282,1199.58578769779,182.088283638862,1,0,50,0.599999999999999,0.18,135
"884",4,99,31,25,44.9527557302123,5.71239709533195,0.139275755032183,0.0153995161441206,0.0625024719913633,1,0.164261408646901,41.6632,4.62712976822098,0.200462090836282,0.0342598258842287,0.0364721679004969,0.939192976369267,0.476876352038199,11.7068691015244,1345.80619644999,180.111527776509,0,1,50,0.8,0.18,135
"885",5,84,31,24,40.5003532066182,4.60676573882459,0.171190166740176,0.0181912974955187,0.0506688436150841,1,0.137260750929515,41.71,4.94057321628596,0.186611358217859,0.0266970315234976,0.0419261997611163,5.30033508088458,0.357396682924469,10.9952900250753,1049.82158741986,229.774742363675,1,1,50,1,0.18,135
"886",6,134,26,24,37.7717036712514,4.51223750578705,0.0918430911841335,0.00543103489165113,0.243351434273975,1,0.253815126419067,40.3564,5.37595939491421,0.111268401792215,0.0103207168063081,0.103329070420797,38.7571487614589,0.0710853055696015,13.7050264755885,1172.85251438153,390.216697808263,1,1,50,0.2,0.18,270
"887",7,211,34,25,41.5962209722536,3.37999898258599,0.11606826065727,0.00583532963529719,0.225848082670472,1,0.288991661866506,43.3576,3.77245474537765,0.12392659706578,0.00810795139243286,0.150523244383082,42.2135122020975,0.114577374921375,19.9970832943916,1616.71741809162,444.284625145836,1,1,50,0.4,0.18,270
"888",8,151,34,25,45.8028474757958,4.56024692456476,0.114542435725381,0.00763666391338581,0.147319452235966,1,0.267033994197845,45.4184,4.74378992548604,0.134368194091746,0.0117109934712973,0.0975657302795616,16.7870443755651,0.16680310849433,15.0979999065399,1222.8079599742,400.2323680319,0,1,50,0.599999999999999,0.18,270
"889",9,172,36,25,41.2516997289876,3.01008365134272,0.171684238605992,0.0143701490118466,0.0866500226299243,1,0.224399117628733,42.2208,3.20527017000831,0.185597118539408,0.0168942487597022,0.0665237496508164,19.9014295989524,0.12471347907992,16.3439003229141,1006.03688485246,369.221797734816,1,1,50,0.8,0.18,270
"890",10,137,38,25,48.4769237898356,4.40172805615526,0.140200390412559,0.0105605441326653,0.095801449255529,1,0.1628786444664,48.9676,4.51081913134347,0.150881200882775,0.0120156364090698,0.0794572904862668,37.3063223482978,0.128896856623909,15.1351869265238,1290.43591438963,480.44726822941,1,1,50,1,0.18,270
"891",1,133,29,19,53.2471609113616,7.02283627423141,0.0616363719577566,0.00336470158560037,0.408315732585791,1,0.158193937937419,55.7148,8.12988923661324,0.0828418786726584,0.00827704464944112,0.136621307571604,10.6088922158569,0.147387577307003,15.2778426726659,1121.04160807889,319.529500393609,0,1,50,0.2,0.12,135
"892",2,80,27,20,50.5076691700027,7.3642357921355,0.0775285733015651,0.0062249391094719,0.160795304372775,1,0.105438852310181,57.0512,9.89916036390785,0.0934176716602836,0.0111676950071605,0.077189310429144,21.3815166109252,0.108853437966268,11.6804054339727,830.050735718525,376.017976793077,0,1,50,0.4,0.12,135
"893",3,79,29,25,51.6610737476325,7.3176417434844,0.0874030727406967,0.00754915552721691,0.129581496160356,1,0.0814906160036723,54.0616,8.31248725820179,0.097200280075427,0.0100267764417426,0.0909261650020943,43.4662116800332,0.12564783788752,12.183662045002,841.340748297192,478.117360119517,0,1,50,0.599999999999999,0.12,135
"894",4,87,30,23,54.3067960876728,7.63782211745339,0.0917458428266078,0.00787847651734544,0.106680546181126,1,0.140980410575867,57.698,9.50518465965631,0.109401406051111,0.0137256458939993,0.0636771111318779,13.5338112989257,0.146250395440937,12.7080816745758,734.244774368487,285.023907893202,0,1,50,0.8,0.12,135
"895",5,94,28,23,52.1085560990646,7.39323038173037,0.0769753455622088,0.00612118750678532,0.167458890880485,1,0.125008396307627,53.8976,8.24557517969593,0.0889886041843338,0.00965111326833884,0.109006657292675,9.08759096281985,0.235166268122803,12.4357350985209,911.134018632186,336.115528641042,0,1,50,1,0.12,135
"896",6,144,24,20,39.8754007460286,5.446609442599,0.0676464685164719,0.00347542137958116,0.478637021563417,1,0.171114603678385,44.6496,7.35410449893068,0.0908993179538309,0.00929671328135644,0.1125464308244,35.253095006491,0.0596912860914431,14.1654917836189,1104.17573914926,308.494813742468,1,1,50,0.2,0.12,270
"897",7,208,36,22,58.8338961944474,6.52146860688138,0.0702552459013297,0.00341051495084761,0.438336592949202,1,0.225835164388021,59.598,7.04297077765839,0.0897653572255348,0.0069391008882054,0.163828222341653,31.6322710780549,0.0920387946272602,21.296727112929,856.333028660688,326.797995149357,0,1,50,0.4,0.12,270
"898",8,150,26,24,36.4827238894576,4.20363023587729,0.0923536608265569,0.00518158216142768,0.283044390740583,1,0.169633030891418,38.844,4.84853249003477,0.105438792527925,0.00855016401056743,0.138723410116374,44.2596737815985,0.0858850769518318,13.5276913404465,1356.52179882849,466.877848681679,1,1,50,0.599999999999999,0.12,270
"899",9,194,39,25,52.1906427807267,4.69900251240278,0.103529075463526,0.00549997045520778,0.222369927042579,1,0.229133681456248,55.4988,5.80512517964432,0.113991167249352,0.00823051325981171,0.1272307211884,22.2287816670015,0.119622941870629,19.88833091259,1027.81625372921,424.271788991716,0,1,50,0.8,0.12,270
"900",10,147,32,25,43.7708242039078,4.54865765721031,0.103360717491498,0.0064712725250912,0.201231645571673,1,0.205499911308289,46.5908,5.24960748165847,0.107713985621054,0.00833570519804645,0.143552473961722,36.5809357389582,0.138122765429621,14.4664740562439,1302.10412179355,423.645734192745,1,1,50,1,0.12,270
"901",1,73,23,21,31.0563748347473,4.14340137354017,0.131335923019608,0.013764230486342,0.0935372276132026,1,0.112137273947398,37.048,6.48562420500382,0.141584544279174,0.0202179140117975,0.0521161768117522,20.3978731410044,0.0865844155638316,9.62691349585851,795.85686838049,266.094029846914,1,1,50,0.2,0.18,135
"902",2,81,26,24,38.8127674391045,5.36883227530667,0.124982386331621,0.0130602287262834,0.0771143159514848,1,0.111103864510854,40.0976,5.9989390018285,0.139496792436632,0.0177912242167284,0.0584412310170659,12.2963437451525,0.169740999543093,9.75030984083812,811.678357238018,296.051965829749,1,1,50,0.4,0.18,135
"903",3,94,29,24,36.2224971010888,3.96321704104572,0.178868441882519,0.0209934121244331,0.0530208986714206,1,0.0847904761632284,37.0556,4.46242915345217,0.210850514590918,0.0618912668803175,0.0404305827253196,7.3660765014773,0.219490440640546,10.7722136338552,465.107249027878,51.9077222954928,1,0,50,0.599999999999999,0.18,135
"904",4,63,31,24,58.5323783331052,10.2941067687507,0.129415224554226,0.0186091371702227,0.0394498254061253,1,0.10078980922699,60.842,11.7261774374652,0.162070215634943,0.039947222269033,0.0271701122978283,5.00278403203172,0.273989096744145,11.3415109276772,307.670927114667,97.2419236658424,0,1,50,0.8,0.18,135
"905",5,80,31,23,48.273022756226,6.55045687849977,0.131728361066702,0.0140061718025184,0.0591957716761646,1,0.126883872350057,48.5108,6.24793550216515,0.157813588504146,0.0288178294991049,0.043519315465577,5.74102079825539,0.662389343834049,11.3714944839478,1285.61416920509,111.779286406027,1,1,50,1,0.18,135
"906",6,187,30,22,47.3868395639477,5.56610270890538,0.0745299656686554,0.00353250575133946,0.401212549279767,1,0.225820771853129,50.1816,6.21894617733766,0.0908883013732585,0.00726749040724793,0.154732107439175,29.1907577789277,0.0920889176390296,18.2805395642916,1156.42630681198,355.611285506349,1,1,50,0.2,0.18,270
"907",7,156,35,25,48.8590605274632,5.07522817212862,0.105710133602283,0.00714128996921698,0.168468806881625,1,0.183766996860504,51.4324,6.05614572152951,0.128501349740591,0.0115641287087349,0.0810803154325561,7.35758468202579,0.158341707600436,17.0956976890564,892.034571290517,396.977857134006,0,1,50,0.4,0.18,270
"908",8,157,36,25,46.7801031564914,4.30790386398642,0.122561014096568,0.00800383433337472,0.136446621463656,1,0.231637418270111,49.288,5.02035233574597,0.134354519935597,0.0109158770536696,0.0890493860203025,14.1380108121793,0.152486772159913,16.2319703817368,1042.66139011212,420.53962678193,1,1,50,0.599999999999999,0.18,270
"909",9,149,39,25,44.6790660927557,3.07957818926661,0.175354796366258,0.0125104373585129,0.0816694310475682,1,0.219241698582967,45.7528,3.42922673476097,0.181439637236362,0.0143060191325306,0.0699818175869755,79.2630029270572,0.0894351581267257,15.9955098509789,1181.88722737253,428.169706876679,1,1,50,0.8,0.18,270
"910",10,148,38,25,49.6545688080929,4.63262120143839,0.136816840618133,0.0103780175870568,0.0936805712426824,1,0.119134004910787,50.3248,4.89514963570904,0.150484599834799,0.0136738750713023,0.0722842927304931,17.0827095630319,0.162927024951863,16.0400914470355,1041.95305621009,395.250103637248,1,1,50,1,0.18,270
"911",1,44,10,11,20.4116633494248,4.9496445438823,0.0540275919760094,0.00478702552096665,0.395903855036846,1,0.0581304550170898,27.6596,9.11066021163103,0.0710837962684329,0.0144988051226868,0.110677159142327,6.44353945786169,0.141015527789168,7.17720419565837,491.401576953593,216.157511176625,1,1,50,0.2,0.12,135
"912",2,76,25,17,46.2837013137923,6.91817967288569,0.0680563476477258,0.00560536057318151,0.261559133685078,1,0.127216013272603,50.3428,8.78536061778193,0.0842752911941831,0.00942863983513619,0.115204619993455,13.0694893792946,0.15119997410052,11.7759455482165,946.115496347031,406.605247511456,1,1,50,0.4,0.12,135
"913",3,64,24,18,40.5857540075515,6.37644860571386,0.0927300219516076,0.00953799743120298,0.127479461079652,1,0.0804030418395996,45.244,8.09386608903971,0.102519032303271,0.013212065791204,0.0807873981113613,10.1485942391929,0.186582223020541,8.94950025876363,634.163032788908,347.567535521915,1,1,50,0.599999999999999,0.12,135
"914",4,83,26,25,43.6353183668282,6.33599616531778,0.0873200985628872,0.00791342735522602,0.159490252842288,1,0.123235686620077,45.7408,7.09885715232724,0.093733165977215,0.0113976712785408,0.122010642576612,3.90782133943858,0.389255490298868,9.52983490228653,1030.49593849722,288.097819761617,1,1,50,0.8,0.12,135
"915",5,114,39,25,63.6165250569799,7.32158348683512,0.0920366997007829,0.00658074588448982,0.148074009477114,1,0.10972885688146,67.2236,8.31266763543972,0.0975523682947685,0.00816169294524523,0.110162418391383,14.2542340948411,0.212628490170355,14.6748657107353,1118.95659624537,374.605805861179,0,1,50,1,0.12,135
"916",6,184,24,20,40.7334014633197,5.59996522781718,0.0607396712970644,0.0027172717830391,0.741550219905863,1,0.16706759929657,47.6176,7.31239760293991,0.067303639912014,0.0059179145194389,0.236391236565887,43.3588920925566,0.0791904779008525,15.0039881984393,1297.41733491632,252.824001468156,1,1,50,0.2,0.12,270
"917",7,153,33,23,55.0090715396806,6.54977083666529,0.0688553691254671,0.00388557717628174,0.429670652436209,1,0.16877240339915,57.4296,7.75558530875604,0.0913616172205716,0.00873816851129612,0.133682239345826,16.1815415900831,0.10862072087259,16.431872355938,863.634588676794,299.893845945531,0,1,50,0.4,0.12,270
"918",8,134,28,25,42.260206263546,5.11524200878494,0.0890812421530007,0.00574015799190894,0.230156049708475,1,0.175222957134247,45.1104,5.98596229004286,0.107350132796232,0.00961119563744432,0.103856778420497,30.4602132328261,0.08478724325327,13.7360199729602,1371.66374000422,387.617512190982,1,1,50,0.599999999999999,0.12,270
"919",9,180,31,25,42.1435728189009,4.24980591498338,0.100067159209831,0.0051606709734435,0.23621057931024,1,0.23914954662323,44.1936,4.80971645619111,0.110906828210495,0.0079758093899317,0.138522040455474,15.3476786191195,0.150044953249992,16.4731356143951,1400.75734070532,443.756177550821,1,1,50,0.8,0.12,270
"920",10,182,39,23,51.2926975213175,4.58291587478386,0.111667034292434,0.00653706690992948,0.180154674575609,1,0.261568816502889,53.98,5.49156288365726,0.1225087618592,0.00921202787882681,0.112062822732457,31.7776817035219,0.104665329966567,18.9067653099696,977.863673474877,362.736374442343,0,1,50,1,0.12,270
