,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,N,N_se,sigma,sigma_se,lambda0,beta,r,runtime,ess_N,ess_sigma,N_better,sigma_better,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
299,59,31,23,57.27327371,10.01774079,0.135275536,0.018307315,0.037194181,1,0.088706934,62.998,17.88327488,0.226168834,0.099279424,0.016376152,0.030893359,0.809313324,9.331320802,49.24714473,33.96672647,0,0,0.8,0.18,0.005,0.5,50,0.024560948,1
300,50,27,23,53.09852764,10.35206146,0.12146389,0.017977444,0.042174953,1,0.060731673,57.44,11.31579511,0.155641807,0.036557419,0.026395918,2.260734174,0.777542044,8.506852118,782.4140521,133.1238324,0,1,1,0.18,0.005,0.5,50,0.024560948,1
301,202,38,25,65.94427566,7.317114743,0.067924544,0.003148803,0.363438934,1,0.215640962,56.8396,6.726601721,0.102794032,0.018779929,0.167996468,0.088090566,0.611874053,19.087009,221.5569939,69.93441069,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
302,136,39,25,69.17094167,7.958072513,0.072988861,0.004407175,0.243102061,1,0.15474774,62.6288,7.537435621,0.112114418,0.017932955,0.096496648,0.279062063,0.492630523,15.54795296,772.3785439,140.4967782,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
303,179,37,24,54.5892108,5.569929029,0.094510552,0.005070989,0.201787922,1,0.220255458,53.8472,5.642462859,0.10885006,0.012267791,0.139998954,0.496207448,0.583509782,17.28556768,868.6629958,184.4699237,1,1,0.6,0.12,0.01,0.5,50,0.110524266,1
304,175,36,25,54.70630801,5.800975897,0.090157036,0.004956922,0.212653545,1,0.195965624,50.3792,5.141320903,0.113552435,0.010666865,0.139854019,0.985670155,0.503087087,16.66157382,1045.113229,256.537084,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
305,140,35,24,49.24051036,5.156345081,0.112265878,0.007833576,0.13194708,1,0.182892295,47.836,4.858245055,0.129916297,0.012413995,0.099879972,1.026483895,0.55866587,14.03769,1486.468089,384.0390589,0,0,1,0.12,0.01,0.5,50,0.110524266,1
306,161,36,25,46.5396666,4.429487941,0.136072174,0.0107383,0.099411162,1,0.196474739,45.7744,4.079284357,0.194104901,0.042849644,0.049037128,0.174683354,0.501512551,15.17989157,685.7139046,66.37215193,0,1,0.2,0.18,0.01,0.5,50,0.049121896,1
307,148,41,25,56.71748929,5.630504163,0.129620985,0.010303519,0.089129118,1,0.173204597,55.9028,5.189308598,0.169407061,0.023682071,0.050421023,0.373216847,0.54155468,15.99698272,1046.272751,161.02303,1,1,0.4,0.18,0.01,0.5,50,0.049121896,1
308,148,41,25,56.04644051,5.638574303,0.136221412,0.011761792,0.080349173,1,0.187445601,54.064,4.833347546,0.172253005,0.020257826,0.052360599,0.843129602,0.501771508,16.06834553,1616.1692,243.8427823,1,1,0.6,0.18,0.01,0.5,50,0.049121896,1
309,102,34,24,43.71481383,4.576583552,0.173733795,0.018431613,0.051515458,1,0.093062043,46.0772,4.800380987,0.186603275,0.024374311,0.040387274,1.221625033,0.416355203,11.91040655,1097.128482,259.0586872,1,0,0.8,0.18,0.01,0.5,50,0.049121896,0
310,143,42,25,49.91707185,3.87588119,0.191397043,0.016897434,0.05430035,1,0.167013673,52.4752,4.309897336,0.202229585,0.025934871,0.042686454,1.076784094,0.528430518,16.09096384,1486.748249,244.8994837,0,0,1,0.18,0.01,0.5,50,0.049121896,0
311,150,28,21,63.95957647,9.407552913,0.038080778,0.002124189,0.940230864,1,0.122190249,64.7516,14.91473356,0.078905726,0.018471746,0.113156768,0.289497927,0.342372941,14.58046006,168.0890124,81.65746386,0,1,0.2,0.12,0.005,0.25,50,0.055262133,1
312,120,26,20,51.99836555,7.531285919,0.052254919,0.002719503,0.51286653,1,0.106579459,55.6884,14.4121334,0.144725085,0.036232144,0.031731164,0.503032038,0.177605592,11.94807219,241.445308,69.60530872,0,1,0.4,0.12,0.005,0.25,50,0.055262133,1
313,153,25,21,48.20102605,6.954831068,0.051153765,0.002319192,0.73795919,1,0.131682742,48.6452,9.756915287,0.100211722,0.016346942,0.085755159,0.481109364,0.265969428,12.72952953,340.1111429,140.3491252,1,1,0.6,0.12,0.005,0.25,50,0.055262133,1
314,130,31,21,51.41549391,6.301004799,0.08197866,0.00495297,0.209474509,1,0.134678646,52.7952,8.307879712,0.132663863,0.021839123,0.05298084,0.886205724,0.23675202,12.88506299,449.3674553,125.9576991,0,1,0.8,0.12,0.005,0.25,50,0.055262133,1
315,100,31,21,61.27566036,8.341771571,0.068392429,0.00468019,0.198118832,1,0.137247829,65.1016,12.49150481,0.114543999,0.021155785,0.050178402,0.758967151,0.277019706,12.4739403,419.9985091,123.1528948,0,1,1,0.12,0.005,0.25,50,0.055262133,1
316,93,28,17,62.86426317,9.333724683,0.049820676,0.002946427,0.34086754,1,0.099164569,59.4188,13.74617727,0.257740051,0.115662375,0.014126735,0.135109786,0.169424115,11.10374622,160.8718342,31.36212623,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
317,81,35,23,67.72347419,9.790735065,0.089177175,0.008736125,0.096281394,1,0.086916117,75.0744,13.39871169,0.144905127,0.032069764,0.029009267,0.277092354,0.322445537,12.42761751,611.6219037,103.6908284,0,1,0.4,0.18,0.005,0.25,50,0.024560948,1
318,62,28,21,62.44387407,10.13972557,0.066947494,0.006382777,0.14540038,1,0.06129415,61.2744,11.18661525,0.12916794,0.038200772,0.040307512,0.109126912,0.430126178,10.02379203,826.6747085,66.47287344,1,1,0.6,0.18,0.005,0.25,50,0.024560948,1
319,87,37,22,62.95846071,8.719812439,0.113470746,0.011553119,0.069584765,1,0.115198298,71.494,12.65345834,0.157543862,0.027399775,0.028091189,0.972079058,0.2388361,12.76485955,530.4567317,164.4972289,0,1,0.8,0.18,0.005,0.25,50,0.024560948,1
320,59,30,19,56.39843183,10.2444822,0.123157255,0.017176796,0.044783001,1,0.056055375,61.6888,13.57182494,0.180762896,0.054646702,0.020852603,1.203425445,0.247568237,10.06856476,487.1671318,115.6879385,0,1,1,0.18,0.005,0.25,50,0.024560948,1
321,504,40,20,74.88548454,8.28176003,0.046945281,0.001183169,1.643217389,1,0.279893875,58.2556,8.219275591,0.109128907,0.024891448,0.163537313,0.033035084,0.317309061,37.64219042,71.40665461,26.43587827,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
322,391,35,21,60.31284813,6.811711985,0.054996633,0.001603825,1.216214473,1,0.260570153,50.2496,6.728730204,0.138801748,0.027008928,0.078191942,0.335771453,0.206150369,27.86983702,205.6904818,44.47593551,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
323,352,36,23,64.04724556,7.282455475,0.053689208,0.001683666,1.075375943,1,0.259661376,50.0828,6.089102974,0.116288089,0.017417036,0.140277383,0.473270802,0.299978605,27.2359236,205.7895982,72.86378451,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
324,353,36,23,51.33555875,4.932090813,0.078377496,0.00265473,0.581935715,1,0.310298244,48.9364,5.302112786,0.115480348,0.01261048,0.152129201,0.665387343,0.301448675,27.0061854,452.3608868,111.6628227,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
325,264,34,24,53.51529447,5.825534633,0.070218876,0.002659309,0.557019395,1,0.253926535,50.4448,6.231796456,0.125146175,0.014501132,0.086714724,0.986110943,0.220142485,22.69047224,508.5451463,141.6787112,1,1,1,0.12,0.01,0.25,50,0.110524266,1
326,236,37,22,59.64632028,6.354004834,0.075338788,0.003086532,0.340276295,1,0.254211704,46.5412,3.953650857,0.210758562,0.048207576,0.042757878,0.240954405,0.216639179,21.16783365,931.3941957,51.53208904,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
327,202,37,25,64.06466572,7.165800348,0.068335439,0.002954706,0.358192644,1,0.208270768,48.7228,5.081209269,0.171516655,0.037635373,0.059111798,0.351204801,0.265341314,19.78870852,205.1045542,52.77874477,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
328,179,38,22,58.76827513,6.216525446,0.089468034,0.004985543,0.202750845,1,0.246900984,48.6556,4.409622041,0.218427482,0.043966986,0.03544237,0.588706213,0.205161219,18.61543407,759.0496599,74.54535946,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
329,129,35,24,51.86866086,5.730458067,0.101318299,0.007011376,0.153056141,1,0.127963698,47.6764,5.33027652,0.190471434,0.039695675,0.040899389,0.778910698,0.235126709,13.85979975,759.0398955,94.59368924,0,1,0.8,0.18,0.01,0.25,50,0.049121896,1
330,174,40,25,54.05919396,4.990040536,0.117151159,0.00738696,0.134432523,1,0.176109866,50.2044,4.346651354,0.181054893,0.021220707,0.054151945,1.272968944,0.241703633,17.63544746,1097.203297,214.6757598,1,1,1,0.18,0.01,0.25,50,0.049121896,1
331,68,28,24,62.49017002,9.873008047,0.062776257,0.00569756,0.173225485,1,0.087048252,57.4076,9.695847876,0.097512626,0.026832185,0.085202849,0.024506835,0.800091431,11.11116615,516.3329551,64.8368746,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
332,67,28,22,54.13917615,8.514713207,0.085263585,0.008644389,0.109392923,1,0.079969625,53.0512,8.870403158,0.121024622,0.028445091,0.05711759,0.228050897,0.62811393,10.45758354,758.7341841,94.90405599,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
333,71,29,22,56.63447499,8.774859551,0.091098271,0.009273719,0.088695556,1,0.112890236,54.036,8.864882315,0.132856822,0.028691441,0.045522577,0.508459621,0.432501367,10.55764503,761.9643698,117.2614249,1,1,0.6,0.12,0.005,0.5,50,0.055262133,1
334,63,29,23,58.85336183,9.400498847,0.084781245,0.008578031,0.097816574,1,0.102653491,62.9892,10.58044714,0.090691009,0.012472367,0.08014078,0.828951076,0.636212723,10.08409497,912.9432054,251.5455992,0,1,0.8,0.12,0.005,0.5,50,0.055262133,1
335,62,28,20,46.63744798,7.364125167,0.119885399,0.014003602,0.063514927,1,0.087419053,48.844,7.559108416,0.17507357,0.044723357,0.029379426,0.038597658,0.784664963,10.06949168,1212.98321,120.7144312,1,0,1,0.12,0.005,0.5,50,0.055262133,0
336,73,32,23,66.04084421,10.10783339,0.085356952,0.008549375,0.092140639,1,0.102822955,64.0544,9.712691449,0.122327818,0.025008035,0.047559448,0.01451342,0.82212116,12.1340431,919.4114504,109.6682233,1,1,0.2,0.18,0.005,0.5,50,0.024560948,1
337,70,30,23,54.40400222,8.409944248,0.108722821,0.011988373,0.066412403,1,0.113703569,55.8008,9.145369018,0.152224689,0.033361973,0.034196831,0.267735603,0.552587903,11.85002698,901.1257078,130.800117,0,1,0.4,0.18,0.005,0.5,50,0.024560948,1
338,68,30,23,43.83661771,6.329389757,0.180906566,0.025693274,0.03234813,1,0.076685743,46.9548,6.95667414,0.209811202,0.046309666,0.023976731,1.50396026,0.414885646,10.71287,1182.365454,161.25647,1,0,0.6,0.18,0.005,0.5,50,0.024560948,1
339,53,26,22,49.90638113,9.294250333,0.116637385,0.016395745,0.048885708,1,0.073656468,51.7972,9.706913095,0.181018956,0.044093678,0.021432889,0.010259589,0.811201746,9.840320802,867.6671939,130.4128965,0,1,0.8,0.18,0.005,0.5,50,0.024560948,1
340,47,25,21,51.25297572,11.03837801,0.127747527,0.022812765,0.034598066,1,0.096446482,54.3576,13.77847818,0.256658503,0.102053176,0.012609291,0.03033424,0.71243716,9.414021341,221.5118484,69.0813159,0,0,1,0.18,0.005,0.5,50,0.024560948,0
341,148,33,21,56.11676303,6.71555816,0.07306517,0.004107365,0.294854737,1,0.183888714,48.922,5.895576234,0.11371208,0.020365157,0.122939088,0.193274609,0.531434391,14.94056241,540.1064591,86.98962859,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
342,182,43,25,60.97460976,5.711862552,0.099558966,0.005617591,0.197071573,1,0.18636442,61.0788,5.92987824,0.123440598,0.012545492,0.100744968,0.526701564,0.445066962,18.9797572,1083.549557,246.2292152,0,1,0.4,0.12,0.01,0.5,50,0.110524266,1
343,144,35,22,57.55308433,6.692620918,0.079764195,0.005068056,0.241869944,1,0.190961595,52.2224,5.955092232,0.10486805,0.011199472,0.144703264,0.705047132,0.547534068,14.47101371,1009.113925,252.2378877,1,1,0.6,0.12,0.01,0.5,50,0.110524266,1
344,161,37,23,51.9285886,5.124785211,0.10222457,0.00598134,0.186523658,1,0.23213315,52.9532,5.28088675,0.114537296,0.010006313,0.124119923,0.813800337,0.482773538,16.90270135,1608.230319,265.2149655,0,1,0.8,0.12,0.01,0.5,50,0.110524266,1
345,129,33,24,44.21189126,4.584443137,0.119906064,0.008982873,0.128872623,1,0.17092998,46.436,4.86836568,0.121124293,0.009733871,0.110800813,1.692174555,0.510392709,14.33216807,1192.046341,507.6751489,1,0,1,0.12,0.01,0.5,50,0.110524266,1
346,158,41,25,60.20326079,6.041941727,0.105346433,0.006636936,0.138590016,1,0.194895029,56.6132,6.314834647,0.200562962,0.099887977,0.053745278,0.004179485,0.584656558,17.43053493,116.4832069,11.1234616,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
347,181,39,25,47.80026675,4.005052691,0.137301774,0.010207388,0.122226973,1,0.231323763,50.0056,4.420473377,0.14972669,0.029954161,0.091676957,0.142335843,0.740945263,17.74467812,466.2063778,70.96233644,1,1,0.4,0.18,0.01,0.5,50,0.049121896,1
348,146,40,25,52.96337446,5.087777734,0.142473845,0.012049168,0.079108517,1,0.189151045,52.6724,4.764594294,0.190208723,0.026612822,0.042330673,0.492259988,0.449126558,17.08734045,1402.141916,194.1304298,1,1,0.6,0.18,0.01,0.5,50,0.049121896,1
349,149,42,25,55.20009291,5.272108897,0.152694952,0.014084515,0.066941006,1,0.202929405,52.9816,4.337832195,0.200479529,0.03012158,0.042958435,0.672789444,0.497049248,18.0271793,1057.202532,149.2725337,1,1,0.8,0.18,0.01,0.5,50,0.049121896,1
350,119,41,25,53.9854155,5.46646744,0.171679544,0.01746232,0.049043933,1,0.156066259,54.8968,5.069006578,0.207972154,0.027639321,0.032547973,1.077743468,0.424003189,16.2121826,1483.30184,235.5804456,0,0,1,0.18,0.01,0.5,50,0.049121896,0
351,186,30,22,61.41510144,8.275474826,0.046026084,0.001867663,0.815493572,1,0.147224669,55.5892,13.54790986,0.11685694,0.037435573,0.076052311,0.194501787,0.275231806,15.2930651,79.00312215,29.92931694,1,1,0.2,0.12,0.005,0.25,50,0.055262133,1
352,138,29,22,56.96791474,7.707815522,0.054555334,0.002526204,0.472054298,1,0.112027252,57.1604,11.95403829,0.11736729,0.024097757,0.056647531,0.352212915,0.265472403,13.00825514,292.0173216,101.7582165,0,1,0.4,0.12,0.005,0.25,50,0.055262133,1
353,121,27,19,55.49214616,8.001891184,0.049051336,0.002847468,0.574966684,1,0.116454709,58.0968,11.57097164,0.079272679,0.014024452,0.123485756,0.562171444,0.361516988,12.35824394,423.0130175,123.6148936,0,1,0.6,0.12,0.005,0.25,50,0.055262133,1
354,94,26,21,45.60577005,6.42632511,0.075646421,0.005417749,0.223083814,1,0.103325339,48.6072,9.133667265,0.117422941,0.01955451,0.060713996,0.71477384,0.276431538,9.836223725,553.8603978,168.6101095,1,1,0.8,0.12,0.005,0.25,50,0.055262133,1
355,97,28,22,56.25659857,8.004376483,0.062663664,0.004078153,0.24829872,1,0.12829713,61.2332,12.19940769,0.099133416,0.016918334,0.066299002,1.036833664,0.281206563,11.51322583,428.2317315,158.970438,0,1,1,0.12,0.005,0.25,50,0.055262133,1
356,98,33,18,63.51201053,8.407747439,0.073577479,0.005145847,0.172314311,1,0.099460145,60.6096,9.10217159,0.15895452,0.049912841,0.035726561,0.121471611,0.31803508,11.72342387,608.4566519,49.84914268,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
357,72,30,19,70.58973879,10.88752812,0.051851725,0.004357079,0.25403123,1,0.097605042,66.7928,11.39284806,0.091012151,0.019011504,0.080353234,0.134691375,0.567014222,10.86890842,698.783406,111.0212906,1,1,0.4,0.18,0.005,0.25,50,0.024560948,1
358,76,32,21,59.91923366,8.991730752,0.098546559,0.010247529,0.079706537,1,0.108766417,65.0552,11.62850987,0.136524366,0.026384815,0.035475964,0.583457223,0.324317552,11.01033782,692.6262903,127.8661759,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
359,70,26,23,46.92130865,7.228842715,0.095234571,0.009468491,0.096614757,1,0.09469589,40.7536,6.523458381,0.214879356,0.098316967,0.029406318,0.682308761,0.26148544,8.288641183,413.6275639,30.85970644,0,1,0.8,0.18,0.005,0.25,50,0.024560948,1
360,82,32,23,44.05158678,5.359801249,0.147449197,0.014793912,0.062990801,1,0.113133423,51.36,7.433202607,0.179991662,0.026291845,0.029603005,1.00228751,0.236291997,10.28966982,1206.872374,244.5938493,1,1,1,0.18,0.005,0.25,50,0.024560948,1
361,504,39,20,70.03266753,7.660360493,0.049565348,0.001266256,1.69802366,1,0.252508605,60.3088,8.337172539,0.090839853,0.013447778,0.225818581,0.234391657,0.345844089,36.60337543,146.0641163,59.96127771,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
362,375,35,22,64.49452369,7.586604543,0.048910252,0.001460097,1.444821062,1,0.184286205,59.048,9.293666924,0.099149105,0.016561543,0.12605361,0.411621176,0.25419285,27.18718696,176.0981186,54.68510118,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
363,397,37,25,53.69627272,5.140753738,0.074732988,0.002205788,0.678639759,1,0.290295442,47.6592,4.699094376,0.147251343,0.019793488,0.088501811,0.609305776,0.219432549,28.24162683,456.7782321,91.30125888,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
364,390,40,25,59.70319261,5.664208457,0.071265157,0.002115273,0.737703489,1,0.357947119,54.4948,5.822467983,0.1188876,0.014596725,0.137517365,0.657287493,0.286014866,29.75896777,229.8882103,99.22494182,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
365,277,37,23,62.3015571,6.79479581,0.060744184,0.002223154,0.78688578,1,0.275076473,61.5976,7.420734543,0.088760727,0.009160235,0.173109993,0.887653036,0.327061488,23.48594684,504.0009805,164.1968123,1,1,1,0.12,0.01,0.25,50,0.110524266,1
366,266,40,21,69.47328277,7.429588718,0.062773638,0.002207928,0.527095106,1,0.238717739,54.4732,5.22656757,0.133649885,0.02173486,0.098948208,0.142032269,0.345945184,23.64199151,323.3353641,69.88400213,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
367,218,41,24,57.93332895,5.333087063,0.101875641,0.005042361,0.183329175,1,0.26822813,53.5128,4.64371207,0.189802605,0.029222143,0.043827482,0.406850498,0.237425241,22.0154681,951.9407241,107.0582128,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
368,193,39,25,54.66279071,5.1804348,0.101426179,0.005432788,0.193379338,1,0.240858324,51.8632,4.751075125,0.1689726,0.021800522,0.054382327,0.436309536,0.27769443,20.13711896,1050.828248,167.3463729,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
369,181,42,23,54.01620196,4.667975225,0.122954951,0.008201657,0.141364435,1,0.227085666,54.7508,4.891694065,0.18878983,0.036067439,0.04573752,0.665582364,0.245318056,20.52568049,968.2516048,77.78564573,0,1,0.8,0.18,0.01,0.25,50,0.049121896,1
370,143,39,24,51.48499355,4.959042544,0.132930061,0.010462433,0.098261,1,0.178210644,52.9196,5.496437043,0.190193067,0.023647835,0.038025198,1.099677239,0.22398569,17.17796988,1229.62942,241.724282,0,1,1,0.18,0.01,0.25,50,0.049121896,1
371,54,19,20,33.91694277,5.886556855,0.085630461,0.00861405,0.137216916,1,0.059353228,33.9344,5.984682382,0.120898944,0.025709125,0.065245291,0.283959639,0.533266051,6.628669151,1244.822615,155.8115471,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
372,67,25,24,41.47458489,6.453789522,0.10568779,0.011314697,0.091007355,1,0.09066174,39.9688,5.990841563,0.147680231,0.027179215,0.049014713,0.515076304,0.524213251,8.011756905,1104.609227,184.7256674,0,0,0.4,0.12,0.005,0.5,50,0.055262133,1
373,67,27,21,53.1472524,8.224066817,0.076997136,0.007043317,0.139589217,1,0.074048237,55.3152,9.11944706,0.097451358,0.015724557,0.076681689,0.385746296,0.564289977,9.415360014,1047.957631,175.5026217,0,1,0.6,0.12,0.005,0.5,50,0.055262133,1
374,50,18,17,30.70775982,5.505394648,0.096147762,0.010510552,0.110792399,1,0.046694024,29.9784,5.435158675,0.152354942,0.043518703,0.047057435,0.325964332,0.474573768,6.098555541,1251.136948,100.4127697,0,0,0.8,0.12,0.005,0.5,50,0.055262133,1
375,65,28,23,45.26840946,6.837518166,0.122044364,0.013566643,0.065507745,1,0.06763016,45.73,6.801029452,0.160686403,0.031926084,0.03856667,0.694350586,0.47702041,8.755940664,1277.827011,135.7393567,1,0,1,0.12,0.005,0.5,50,0.055262133,0
376,81,31,24,57.71053306,8.275797701,0.09053207,0.008270382,0.102412183,1,0.124121102,52.5024,7.411016361,0.145453986,0.040613406,0.049139549,0.094804082,0.745707706,9.841372923,667.4060566,75.05014442,1,1,0.2,0.18,0.005,0.5,50,0.024560948,1
377,68,26,21,39.34679861,6.703540499,0.151233112,0.02549108,0.045012266,1,0.09875588,43.1052,6.86680378,0.278575192,0.079072362,0.014787359,0.108231701,0.4692359,8.588540065,654.1262143,111.6587788,1,0,0.4,0.18,0.005,0.5,50,0.024560948,1
378,63,27,22,41.87163361,6.501900986,0.152061713,0.020953279,0.041765771,1,0.088443367,46.2772,11.55640863,0.281317632,0.128118569,0.017191436,0.018191591,0.701762732,8.269192839,53.6747323,43.10010795,1,0,0.6,0.18,0.005,0.5,50,0.024560948,1
379,53,30,21,64.7493838,13.4284668,0.126579492,0.021121469,0.032140363,1,0.080057808,71.0864,14.91605613,0.188074383,0.064682652,0.016168807,0.037042772,0.778775278,9.980353479,512.5760488,80.45627841,0,1,0.8,0.18,0.005,0.5,50,0.024560948,0
380,51,28,19,56.16842107,11.07267564,0.12512215,0.01870957,0.03782874,1,0.064232067,64.226,18.57913339,0.237334558,0.126690009,0.01443663,0.149836468,0.59063443,9.218851193,34.06196205,27.06973972,0,0,1,0.18,0.005,0.5,50,0.024560948,1
381,167,35,25,59.03848296,6.764555548,0.073410678,0.003673484,0.300994358,1,0.197142192,52.7104,6.579106755,0.109778663,0.022788012,0.137232526,0.054028758,0.590103464,15.31427938,155.1036554,58.00471548,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
382,150,32,24,50.11986518,5.783040914,0.082433346,0.004514939,0.265971487,1,0.180510096,45.092,5.02267129,0.128477879,0.021119584,0.098980329,0.284860196,0.452525209,13.00028041,778.416022,108.685466,0,1,0.4,0.12,0.01,0.5,50,0.110524266,1
