,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
372,67,25,24,41.4744737,6.453771397,0.10568822,0.011314811,0.091006998,1,0.095003649,340.4371971,37.54219219,5.517888589,0.152423018,0.030749131,0.043531991,0.524868562,0.458849074,1,0.50708075,20,322.0024829,0,0,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
373,67,27,21,53.1471547,8.224051828,0.076997444,0.007043381,0.139588435,1,0.081912649,325.6696791,53.48375425,8.887470134,0.09541612,0.013314604,0.074092837,0.534982047,0.496329555,1,0.505249604,20,308.1145727,0,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
374,50,18,17,30.70777236,5.505398272,0.096147732,0.010510544,0.110792448,1,0.059541305,248.9120139,26.96501777,4.827802086,0.166185972,0.051317539,0.035257951,0.385763681,0.388512523,1,0.364819654,20,229.1442227,0,0,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
375,65,28,23,45.26841491,6.837520035,0.122044319,0.013566635,0.065507801,1,0.069735932,348.9361986,43.0047936,6.220882169,0.162175948,0.027457961,0.035728244,0.741829065,0.422968102,1,0.492641302,20,328.5718826,0,0,4096,1,0.12,0.005,0.5,50,0.055262133,0
376,81,31,24,57.71054498,8.275798538,0.090532021,0.008270371,0.102412336,1,0.102411739,406.8893296,50.25676912,7.406925818,0.138419713,0.037842205,0.045973573,0.177985633,0.642234444,1,0.634558698,20,394.9522512,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
377,68,26,21,39.34679962,6.703540787,0.151233121,0.025491082,0.045012263,1,0.097152638,371.4639306,40.1926988,6.892040086,0.331780749,0.103584497,0.009422384,0.201116115,0.331716229,1,0.534150219,20,344.9282677,1,0,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
378,63,27,22,41.87162399,6.501897851,0.152061729,0.020953284,0.041765775,1,0.085641289,352.5299091,42.22487383,6.32041488,0.170862341,0.039454168,0.030443478,0.321406821,0.716564679,1,0.648846996,20,336.0109337,1,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
379,53,30,21,64.74937739,13.42846782,0.126579496,0.021121498,0.032140365,1,0.083768694,301.4192572,63.15618408,12.81404199,0.16465717,0.056254798,0.018825975,0.3368488,0.650073926,1,0.435411108,20,292.4563873,1,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
380,51,28,19,56.16846721,11.07268983,0.125122098,0.018709554,0.037828727,1,0.063696897,287.7773255,83.46542301,45.17641885,0.707168046,0.335776949,0.002012543,0.496247124,0.15382736,1,0.36710339,20,275.1365803,0,0,4096,1,0.18,0.005,0.5,50,0.024560948,0
381,167,35,25,59.03848296,6.764555548,0.073410678,0.003673484,0.300994358,1,0.204144601,646.1057477,49.47689698,5.960282268,0.116577879,0.023736423,0.110189282,0.082107502,0.526276315,1,1.629039733,20,555.2320222,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
382,150,32,24,50.11985596,5.783040658,0.082433367,0.004514942,0.265971351,1,0.181367032,597.4147916,42.99955807,4.814526025,0.133111167,0.023504092,0.087643798,0.308555634,0.422324753,1,1.308513566,20,514.3375858,0,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
383,169,34,25,56.11484,6.411207284,0.077931615,0.003904328,0.261107415,1,0.232321497,671.0369075,49.22938162,5.913193475,0.102731904,0.014499318,0.153572006,0.605742006,0.569517519,1,1.461660723,20,615.1106807,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
384,168,37,25,52.07968821,5.164616539,0.108291451,0.006540856,0.149129445,1,0.237412194,750.3981413,48.83951161,4.750410326,0.12828088,0.014105661,0.105457256,0.746262582,0.499791842,1,1.40288413,20,669.4796899,1,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
385,160,36,24,49.36124594,4.752281266,0.112633813,0.006598029,0.144914337,1,0.241341122,722.7324321,46.8332369,4.433419854,0.136295832,0.014426459,0.092476544,0.924487171,0.399416568,1,1.411901494,20,615.752573,0,0,4096,1,0.12,0.01,0.5,50,0.110524266,1
386,151,37,25,52.58906239,5.34017302,0.112509133,0.00734736,0.125870205,1,0.216963025,701.3687426,47.35557767,4.423831008,0.163763506,0.028614092,0.058716876,0.286482853,0.497328605,1,1.407663107,20,637.7909539,0,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
387,154,42,24,57.82640727,5.521572028,0.122690029,0.008775515,0.107319737,1,0.214165835,739.8899126,54.28215651,4.80146552,0.174737359,0.028662426,0.048389988,0.272882567,0.492273789,1,1.299732188,20,674.6390304,1,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
388,138,41,25,59.19713741,6.077494084,0.124627917,0.009398081,0.08647717,1,0.184499753,689.5091283,55.72630344,5.366666543,0.158354095,0.020712781,0.052894963,0.431111108,0.576343408,1,1.146971039,20,647.2817499,1,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
389,158,37,25,45.5634211,3.957062524,0.149691966,0.012075201,0.091400077,1,0.179968639,767.5606836,43.84253548,3.40156558,0.174142234,0.017320754,0.066996657,1.40398962,0.512336971,1,1.39659615,20,719.1618204,0,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
390,136,37,25,45.5408843,4.033171027,0.16035807,0.013854478,0.075087511,1,0.134836439,690.8742332,45.81057785,4.008355569,0.176141303,0.023661791,0.054692262,0.694031801,0.585083207,1,1.077490493,20,633.7651992,1,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
391,204,30,20,63.96456623,8.763067298,0.042047862,0.001750044,0.957854618,1,0.180357917,496.1647201,58.2157375,9.282155765,0.071766862,0.013750162,0.176011204,0.157408596,0.442421879,1,1.518577361,20,407.2730598,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
392,117,28,21,58.72540927,8.403588044,0.048097441,0.002729156,0.551510017,1,0.134571067,390.6520148,63.47644342,15.49199464,0.094399585,0.022088379,0.057291505,0.454484762,0.258275642,1,0.889207494,20,323.3989785,0,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
393,127,28,20,49.60921286,6.554442932,0.067192258,0.003740138,0.340746587,1,0.139884325,481.1106894,48.14479372,8.917660944,0.119234257,0.020045402,0.057979633,0.843678968,0.225456853,1,0.907251267,20,366.770308,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
394,151,34,22,61.17272366,7.373614595,0.06478947,0.003267116,0.367193878,1,0.16031878,565.2109417,50.01563387,7.988022978,0.148158229,0.032207355,0.049709303,0.460240958,0.246491476,1,1.194445765,20,446.8376788,1,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
395,94,27,20,54.0265723,7.80682306,0.058577797,0.003866338,0.320592957,1,0.100591191,376.4115624,72.49967719,19.54359754,0.09890589,0.021913262,0.038072435,0.922290744,0.189841117,1,0.673023196,20,292.0610461,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
396,96,33,22,61.58425564,8.142698894,0.078463853,0.005797826,0.15605431,1,0.094394433,450.3958912,52.88661983,7.529564015,0.243714251,0.110803008,0.014319054,0.429179892,0.175201362,1,0.859916182,20,371.4961771,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
397,94,33,21,64.61968429,8.690858879,0.075057765,0.005491049,0.153090566,1,0.115721997,442.572617,55.77933026,9.786439001,0.191980272,0.060257424,0.020361857,0.382725245,0.211202111,1,0.7597025,20,375.6411893,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
398,62,26,19,44.87554553,7.423997393,0.114229444,0.014015569,0.065904369,1,0.073582431,329.2272906,47.08522805,9.424603996,0.156551858,0.031374548,0.027275691,1.052352602,0.235219076,1,0.416744371,20,287.2625135,1,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
399,56,27,19,49.01453356,8.653963912,0.125201261,0.01686881,0.046398265,1,0.084841144,311.1905865,51.14202076,9.82945493,0.164412979,0.029616089,0.022612431,0.820552394,0.274281412,1,0.447913261,20,287.9776091,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
400,76,32,24,53.27818052,7.55493318,0.1144768,0.011669652,0.071970008,1,0.069750011,402.1507213,54.40752438,8.695809147,0.148263408,0.021417565,0.035133503,1.238444548,0.270966098,1,0.612223371,20,358.8609213,0,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
