,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
107,7,147,32,25,40.71293056,3.774059668,0.121983145,0.007799108,0.152831959,1,0.214160403,660.1037859,41.18765956,4.099434642,0.137200899,0.011283859,0.093957594,17.2192826,0.135777377,1,1.085103083,20,535.6841516,1,1,4096,50,0.4,0.18,270
108,8,180,40,24,53.98132361,4.958200389,0.113241713,0.006918724,0.152208176,1,0.193388132,798.5686205,55.41298214,5.535243349,0.123905771,0.009495504,0.09839759,22.25135534,0.128981039,1,1.530524484,20,660.3558652,0,1,4096,50,0.6,0.18,270
109,9,119,35,24,46.99705381,4.824719765,0.128938703,0.010123177,0.101065238,1,0.129852243,585.0425058,47.76401028,5.277021875,0.140789928,0.013033168,0.071036099,18.89143522,0.142917587,1,0.998811134,20,514.9241263,1,1,4096,50,0.8,0.18,270
110,10,151,34,25,44.87199995,4.347504828,0.127127157,0.009049543,0.113161798,1,0.193083286,708.9286561,43.57396375,4.210914793,0.142143328,0.012081958,0.086209529,19.92589046,0.167615477,1,1.109028109,20,636.7920575,0,1,4096,50,1,0.18,270
111,1,88,22,20,38.48231307,5.829683553,0.074834242,0.005548939,0.235061678,1,0.10246489,366.744871,43.48300372,7.982438391,0.092995655,0.01166552,0.079256923,10.20172267,0.1106804,1,0.678782121,20,249.6205004,1,1,4096,50,0.2,0.12,135
112,2,86,20,20,33.63455016,5.228798063,0.074602793,0.005568659,0.285544679,1,0.099476767,342.4239999,38.3745661,6.790217996,0.077691172,0.008291216,0.141191141,17.61030316,0.123386868,1,0.761234967,20,230.4957013,1,1,4096,50,0.4,0.12,135
113,3,66,24,20,44.82067646,7.013220996,0.081181021,0.007044816,0.140045918,1,0.066842794,316.5676565,45.86679199,7.697126907,0.09123227,0.009646842,0.090783953,22.52069689,0.149852313,1,0.522065643,20,284.320623,1,1,4096,50,0.6,0.12,135
114,4,97,31,25,46.35753607,5.685600083,0.104143045,0.00845286,0.134429447,1,0.113479479,460.7343137,47.55466792,6.253836156,0.110019963,0.010568923,0.099510584,8.312458956,0.23953715,1,0.875587249,20,414.3287579,1,1,4096,50,0.8,0.12,135
115,5,62,26,21,49.28656525,8.014080466,0.095763464,0.009978696,0.083502898,1,0.095946511,321.8446619,50.45863485,9.109077682,0.109937428,0.014477031,0.054063128,8.909846472,0.183415692,1,0.429723505,20,295.6970837,1,1,4096,50,1,0.12,135
116,6,154,29,22,52.95268883,6.923069635,0.056783772,0.002901441,0.631047159,1,0.150021529,491.7102356,58.51822388,8.661967842,0.067125167,0.006060832,0.189867242,48.85206212,0.069992498,1,1.073301868,20,170.4065143,0,1,4096,50,0.2,0.12,270
117,7,131,26,23,37.32734723,4.502099628,0.094340623,0.006133304,0.230577181,1,0.15543563,528.7328526,40.37650912,5.575194107,0.102873908,0.009527935,0.11698324,22.93684313,0.101751225,1,0.999270391,20,354.3647574,1,1,4096,50,0.4,0.12,270
118,8,137,33,24,50.73756995,5.817804207,0.092491267,0.005931423,0.183319706,1,0.204821257,592.872357,55.35199775,7.022139492,0.094971093,0.007574968,0.117948733,50.75553709,0.086599366,1,1.091716238,20,444.5345138,0,1,4096,50,0.6,0.12,270
119,9,178,38,24,57.98108655,5.992322158,0.087526713,0.004631504,0.234995997,1,0.227027031,727.0483507,58.3242401,6.403281039,0.101072714,0.007176754,0.130801087,18.85927608,0.137234283,1,1.212548014,20,565.7962069,0,1,4096,50,0.8,0.12,270
120,10,174,35,24,50.17890083,5.204751168,0.094058817,0.005425549,0.234988251,1,0.279021609,704.5995677,50.44368012,5.550551006,0.104276109,0.007811276,0.148581132,26.50613158,0.133442988,1,1.484901798,20,556.1046073,0,1,4096,50,1,0.12,270
121,1,75,25,22,35.98097287,5.014581645,0.127842604,0.013815749,0.081140819,1,0.080714607,382.2385236,36.60523513,5.644104208,0.145128867,0.019035671,0.052512689,47.48186862,0.073601143,1,0.523723972,20,318.0840452,1,1,4096,50,0.2,0.18,135
122,2,53,23,19,49.48183794,9.017638153,0.082156542,0.009353526,0.092254211,1,0.073165866,272.4559761,54.05898856,12.95115566,0.111763671,0.021162034,0.036027313,8.29416429,0.119485289,1,0.388892488,20,233.0003819,0,1,4096,50,0.4,0.18,135
123,3,92,35,25,46.33357708,5.457101095,0.191286373,0.024466015,0.037247178,1,0.077600193,514.6751283,46.66336462,5.673989643,0.206565773,0.028357593,0.029836376,74.56735648,0.062639961,1,0.689167738,20,456.1501104,1,0,4096,50,0.6,0.18,135
124,4,60,29,23,50.77764695,8.37439816,0.129986765,0.016192897,0.045886526,1,0.086247993,333.260145,49.39564447,8.221288564,0.141848184,0.022836372,0.038707842,2.28327404,0.459620148,1,0.46588378,20,316.6936569,1,1,4096,50,0.8,0.18,135
125,5,67,30,22,46.62271262,7.695853547,0.168748633,0.026916993,0.032624067,1,0.102198748,379.0385533,45.30157546,7.105060661,0.182888047,0.029837028,0.028439424,4.838014988,0.298659855,1,0.571630104,20,364.0938593,0,1,4096,50,1,0.18,135
126,6,134,27,22,39.37418324,4.689820982,0.095685766,0.006055891,0.202608425,1,0.184036458,558.2302032,38.62126926,5.156621892,0.127018821,0.013520955,0.08085578,8.859094262,0.124277213,1,0.871211886,20,390.455027,0,1,4096,50,0.2,0.18,270
127,7,143,34,25,43.27254411,4.044889541,0.130986814,0.009380438,0.11982656,1,0.191127976,669.870522,44.18705842,4.698303069,0.151064381,0.01505652,0.068903336,14.3538544,0.123077053,1,1.201457961,20,539.9698727,1,1,4096,50,0.4,0.18,270
128,8,118,29,24,37.28331664,3.856714056,0.130865343,0.010493575,0.11502463,1,0.175467642,557.6511229,36.98921093,3.971842958,0.145711672,0.014011528,0.081044814,28.43227674,0.124028817,1,0.950491154,20,482.0339426,0,1,4096,50,0.6,0.18,270
129,9,166,35,24,43.7711425,3.995504273,0.128588746,0.009625231,0.138106247,1,0.203489852,747.0602761,43.49936814,4.130062124,0.140274022,0.012320762,0.101694671,16.95971376,0.168199449,1,1.407291885,20,646.6641125,0,1,4096,50,0.8,0.18,270
130,10,115,35,24,44.07380353,4.073156128,0.146079669,0.011435549,0.089360423,1,0.173638701,582.681035,44.60109184,4.329229394,0.151676845,0.012904626,0.073213717,35.84049935,0.138289475,1,0.884407691,20,525.3175824,1,1,4096,50,1,0.18,270
131,1,46,16,15,37.35190167,7.626851703,0.047397001,0.004932346,0.344012866,1,0.063420761,191.9661386,46.17379709,12.09453721,0.060313315,0.009923952,0.103823875,16.78154745,0.107563089,1,0.407632808,20,137.7714283,1,1,4096,50,0.2,0.12,135
132,2,79,26,20,49.56276968,7.329499777,0.068154951,0.005246234,0.229934238,1,0.106308305,346.2854472,54.58501345,10.15001456,0.091391081,0.012767593,0.07260128,4.262373347,0.182086239,1,0.593652685,20,285.9481398,0,1,4096,50,0.4,0.12,135
133,3,87,26,23,41.06088424,5.635304618,0.097192141,0.008461231,0.138647975,1,0.102489122,404.4217177,41.47882209,6.32543185,0.115632001,0.013166431,0.076167555,7.573839304,0.171306611,1,0.724600836,20,338.6696313,1,1,4096,50,0.6,0.12,135
134,4,78,32,24,61.58618656,8.82360654,0.085360659,0.007636948,0.110451121,1,0.1101366,390.5897907,65.81070108,11.00727541,0.098250244,0.011863329,0.063470043,4.301860717,0.230102229,1,0.557274576,20,349.8103722,0,1,4096,50,0.8,0.12,135
135,5,78,34,23,67.65233035,9.719642514,0.078126409,0.007180748,0.129599888,1,0.088679818,384.5474168,69.28528629,10.48293247,0.082431508,0.008407704,0.102573193,11.39604778,0.290336685,1,0.60768462,20,367.2498683,0,1,4096,50,1,0.12,135
136,6,140,21,20,35.24680252,5.162345414,0.064567902,0.003302523,0.570983437,1,0.151594079,439.9771673,39.46349818,7.110035406,0.09230909,0.010985117,0.091393667,30.02769731,0.051895973,1,1.099235233,20,84.44466821,1,1,4096,50,0.2,0.12,270
137,7,174,30,23,45.31501936,5.152252984,0.080340979,0.004015387,0.360551193,1,0.178187732,635.1282319,51.12536214,6.942826892,0.093367113,0.00816346,0.117923815,17.29324053,0.094047456,1,1.353616615,20,331.8214578,1,1,4096,50,0.4,0.12,270
138,8,215,36,25,54.68603648,5.684671097,0.078996864,0.003582195,0.378645223,1,0.240431801,762.3849352,58.07634375,6.681978318,0.087797179,0.005979964,0.176096803,23.7220499,0.113353035,1,2.03835063,20,463.7204335,0,1,4096,50,0.6,0.12,270
139,9,189,36,23,53.07701645,5.4323787,0.086530029,0.004212402,0.292047841,1,0.210747214,730.9843591,53.58048447,5.80005361,0.10002438,0.006785499,0.151724692,18.18228246,0.139595841,1,1.494759802,20,541.9129711,0,1,4096,50,0.8,0.12,270
140,10,131,28,23,39.32461768,4.565127804,0.095359489,0.006441328,0.245473235,1,0.150769591,528.6658872,39.35389806,4.735171524,0.103801636,0.00828996,0.165579595,38.17838452,0.137933602,1,0.783594541,20,445.1656601,1,1,4096,50,1,0.12,270
141,1,89,28,22,44.41028256,5.878570686,0.097229154,0.007949753,0.136333632,1,0.086960566,419.2064514,49.09691391,7.57829911,0.106322662,0.011708961,0.074743206,8.47457049,0.16029273,1,0.820381959,20,346.9091451,1,1,4096,50,0.2,0.18,135
142,2,67,25,20,40.27128906,6.213322677,0.109505679,0.011952722,0.089563127,1,0.090615424,339.3684147,42.24071489,7.407815396,0.124064184,0.016830011,0.054458194,10.72295017,0.148579078,1,0.533864351,20,296.9063969,1,1,4096,50,0.4,0.18,135
143,3,63,31,21,53.02159809,8.748874213,0.143699399,0.019394113,0.038044133,1,0.061114454,355.2474405,47.82976661,7.279338217,0.190113366,0.035687534,0.024981317,1.766177479,0.406756575,1,0.536995121,20,336.8815886,1,1,4096,50,0.6,0.18,135
144,4,89,33,23,48.87308424,6.282091723,0.134519686,0.014173822,0.064464982,1,0.083467499,470.0258703,49.27544922,6.685476908,0.146540717,0.01720601,0.049070381,21.17287035,0.133932379,1,0.714287555,20,427.2305483,1,1,4096,50,0.8,0.18,135
145,5,69,32,23,45.69015037,6.576633491,0.208866037,0.031880765,0.025122401,1,0.09171286,399.281982,45.41132901,6.482785089,0.218221607,0.036587381,0.022709723,8.489326759,0.243528166,1,0.502818811,20,378.4453752,0,0,4096,50,1,0.18,135
146,6,167,28,24,38.60245336,4.204686191,0.099648248,0.005707315,0.224211692,1,0.173598031,665.7848615,39.37611555,4.963411593,0.129759053,0.013605192,0.080435657,15.77605752,0.086428632,1,1.2186848,20,386.6739839,1,1,4096,50,0.2,0.18,270
147,7,146,37,25,51.88852598,5.289703736,0.11689676,0.00826389,0.116851685,1,0.157123597,686.5575386,51.70927831,5.859276385,0.143006743,0.014260026,0.063244516,25.05252038,0.087665005,1,1.093017479,20,528.7421529,1,1,4096,50,0.4,0.18,270
148,8,187,40,25,45.51273303,3.086035344,0.165311177,0.012291588,0.100775559,1,0.237200681,897.3102509,47.554091,3.89495987,0.171085101,0.015602548,0.069563267,13.75386198,0.136579628,1,1.690468836,20,730.7346229,1,1,4096,50,0.6,0.18,270
149,9,126,35,25,44.20026209,4.224097352,0.137994365,0.011161014,0.104976355,1,0.169697098,612.2504815,44.81320997,4.554049748,0.148960733,0.013545731,0.075687649,26.46998363,0.130438477,1,1.044221369,20,535.8226384,1,1,4096,50,0.8,0.18,270
150,10,188,35,24,40.25221023,2.892368611,0.160198432,0.011657649,0.104285768,1,0.279525359,878.6874914,37.41822843,2.021164282,0.197044488,0.018603652,0.082945705,5.183501375,0.313059179,1,1.369478345,20,771.0867581,0,1,4096,50,1,0.18,270
151,1,99,28,20,53.20539254,7.409832006,0.066792581,0.004496489,0.250170272,1,0.106512443,415.4258125,62.24401953,11.79869788,0.096297287,0.012947271,0.056734607,13.35926286,0.078654233,1,0.774395092,20,259.5603422,0,1,4096,50,0.2,0.12,135
152,2,108,28,23,46.00943667,6.001593996,0.082034082,0.005805018,0.21745924,1,0.128760119,457.685792,46.79427239,6.669479422,0.096822528,0.009371694,0.111851219,22.65594809,0.119430954,1,0.717907063,20,361.3416085,1,1,4096,50,0.4,0.12,135
153,3,75,23,17,44.2484533,6.996601254,0.071801049,0.00598999,0.18656522,1,0.099336549,335.8014847,45.13591922,7.799170225,0.085315704,0.00985191,0.101871296,17.32904505,0.142736115,1,0.655132929,20,284.4032442,1,1,4096,50,0.6,0.12,135
154,4,99,34,24,53.7426001,6.534431189,0.101637687,0.007962583,0.119406879,1,0.09906894,482.7601099,56.9343288,7.854278596,0.110807428,0.011133202,0.075667844,7.021017371,0.199845716,1,0.853067088,20,419.2040991,0,1,4096,50,0.8,0.12,135
155,5,73,27,23,42.78749903,6.053199845,0.109276984,0.010638109,0.09472452,1,0.080255795,369.9957374,42.70058897,6.188785565,0.11437655,0.012087873,0.080601056,12.8012527,0.256087805,1,0.539375869,20,348.2660814,0,1,4096,50,1,0.12,135
156,6,158,27,23,39.87027936,4.796364703,0.079345337,0.004494203,0.437078996,1,0.145511488,546.6840295,49.38222244,7.486463452,0.084510534,0.008311963,0.128136182,36.07076247,0.064243734,1,1.299371882,20,181.4166733,1,1,4096,50,0.2,0.12,270
157,7,143,27,24,40.74484602,4.98095595,0.085161289,0.005146852,0.278164702,1,0.180664488,551.3361916,41.05506679,5.399185271,0.101872536,0.008953899,0.130099061,45.4283384,0.07528789,1,1.181433153,20,332.226126,1,1,4096,50,0.4,0.12,270
158,8,149,28,23,35.69428922,3.50896046,0.115078764,0.007013268,0.187326828,1,0.219515657,632.6345246,37.51629157,4.147539021,0.120516461,0.009517367,0.119948883,27.869968,0.113416566,1,1.170022508,20,476.2805068,1,1,4096,50,0.6,0.12,270
159,9,112,30,23,46.9046654,5.752063985,0.085987277,0.006000379,0.225609472,1,0.122132353,476.3598509,48.26823831,6.318058962,0.092545766,0.007942863,0.147134862,26.15406472,0.140256203,1,0.926318824,20,385.5272725,1,1,4096,50,0.8,0.12,270
160,10,127,27,24,37.74549613,4.399024872,0.099067919,0.006848673,0.214691608,1,0.147347728,526.3260696,37.98303144,4.812654258,0.112639807,0.010405604,0.123994984,20.06119688,0.124914268,1,0.954172607,20,390.2952812,1,1,4096,50,1,0.12,270
161,1,77,30,23,63.49015942,9.436648759,0.07143931,0.006050369,0.140311585,1,0.088051188,371.7418732,68.66841113,12.17615845,0.090412504,0.011137101,0.062475773,11.53386496,0.135342441,1,0.654389517,20,318.7952537,0,1,4096,50,0.2,0.18,135
162,2,84,31,22,50.74614642,7.023917905,0.112506451,0.011232077,0.079115959,1,0.121401747,431.5689152,54.00559612,9.329000554,0.144812717,0.021805847,0.03521392,5.65517259,0.132533702,1,0.550738362,20,361.6236414,0,1,4096,50,0.4,0.18,135
163,3,86,31,24,49.47540079,6.777363143,0.122386793,0.012723122,0.067331749,1,0.159666483,449.3842891,49.63647374,7.38628328,0.135028223,0.017261968,0.0503719,17.70378464,0.147197837,1,0.791358411,20,411.3464994,1,1,4096,50,0.6,0.18,135
164,4,95,33,24,47.54318284,5.775994572,0.13479179,0.0132372,0.069666913,1,0.108328704,495.0765921,45.98824618,5.464764168,0.151194576,0.019095687,0.054904248,1.696229031,0.465678748,1,0.692858791,20,463.9566369,0,1,4096,50,0.8,0.18,135
165,5,85,34,23,53.20732818,6.94796121,0.126315886,0.012421322,0.06527442,1,0.079942497,452.0209769,53.3446359,7.18258722,0.131028757,0.013899417,0.057380617,23.81738181,0.202208531,1,0.695808887,20,430.19456,0,1,4096,50,1,0.18,135
166,6,170,33,24,51.33381175,5.776941473,0.083699598,0.004558362,0.257885411,1,0.182924,667.3540364,50.76355038,6.539494299,0.117576066,0.011652022,0.081301333,11.87673338,0.100652279,1,1.360948213,20,421.0089057,1,1,4096,50,0.2,0.18,270
167,7,158,38,24,52.94908424,5.218437575,0.110656108,0.00714842,0.144152466,1,0.188775953,714.8027202,53.96730125,5.880616038,0.128306664,0.011095021,0.081363881,17.29248271,0.11837419,1,1.233381697,20,566.5214949,0,1,4096,50,0.4,0.18,270
168,8,197,39,25,48.8196591,4.068442335,0.130715426,0.008464744,0.130089747,1,0.244750826,888.7421234,48.22501999,4.177469482,0.14823255,0.012228285,0.08839889,25.87974433,0.118073661,1,1.535673376,20,733.0015543,0,1,4096,50,0.6,0.18,270
169,9,166,39,25,48.53892065,3.987403098,0.138407185,0.009153461,0.110905792,1,0.282109376,788.5651919,49.53960262,4.370924015,0.144140004,0.010944328,0.086141073,29.97048705,0.126970444,1,1.361062876,20,676.293176,1,1,4096,50,0.8,0.18,270
170,10,149,34,25,38.80436388,2.824190768,0.170861468,0.013219626,0.089816749,1,0.18417869,732.9374275,38.63723113,2.861655855,0.178288263,0.014958485,0.07593936,22.37257876,0.161426352,1,1.219511231,20,646.0710765,0,1,4096,50,1,0.18,270
171,1,75,17,19,28.03560459,4.650627945,0.070356367,0.005584547,0.412452958,1,0.093286848,277.6929343,32.17678385,6.586956749,0.08724839,0.012437007,0.104133352,7.663381989,0.130423656,1,0.592862944,20,178.0322752,1,1,4096,50,0.2,0.12,135
172,2,83,26,22,46.85804996,6.704384527,0.07374667,0.005589728,0.218630364,1,0.125296271,364.6130325,50.01304708,8.381071822,0.09175952,0.010503342,0.088106586,7.112085749,0.170625377,1,0.611612789,20,301.241342,1,1,4096,50,0.4,0.12,135
173,3,91,30,22,52.15234575,7.05588109,0.088765984,0.007267394,0.133641258,1,0.104741677,431.9484692,53.12327155,7.87291394,0.099751452,0.010524797,0.086994988,16.0489203,0.153519965,1,0.85192014,20,374.1820991,0,1,4096,50,0.6,0.12,135
174,4,87,27,23,46.42373671,6.578303469,0.096688979,0.008250629,0.106359004,1,0.114304157,423.8754979,46.86931117,7.078777507,0.104833264,0.011280316,0.079653231,3.721262244,0.322179279,1,0.706440759,20,392.6982267,1,1,4096,50,0.8,0.12,135
175,5,60,29,23,55.78153997,9.435704712,0.106411572,0.012783865,0.061153946,1,0.076869591,324.5121898,56.77953394,10.37660304,0.115129427,0.015675851,0.047513116,17.55695872,0.162778021,1,0.461271775,20,303.6870781,0,1,4096,50,1,0.12,135
176,6,216,30,24,53.81878771,6.851898037,0.056017015,0.002617893,0.77625117,1,0.181219689,596.31827,59.15733426,8.276444119,0.065347015,0.005358004,0.224680136,23.95352606,0.099406512,1,1.838536962,20,208.2619534,0,1,4096,50,0.2,0.12,270
177,7,133,30,24,52.39022313,6.706848472,0.069967437,0.004354785,0.309342335,1,0.169127003,512.0442953,53.47799979,7.517500238,0.08463256,0.007832189,0.138712461,42.05928395,0.082454433,1,1.073835893,20,327.517073,0,1,4096,50,0.4,0.12,270
178,8,186,33,25,45.79117148,4.648868651,0.092090261,0.004845234,0.304176918,1,0.258150144,705.0722474,45.83521706,4.857463027,0.104046654,0.007153383,0.174110012,28.59660682,0.127335082,1,1.926518929,20,523.0480595,1,1,4096,50,0.6,0.12,270
179,9,148,31,25,41.86681875,4.351301931,0.103949598,0.006600304,0.209138468,1,0.209897673,616.8283259,43.83683124,5.217324505,0.1170046,0.010331258,0.108274917,35.01526806,0.083517202,1,1.167769655,20,409.2593531,1,1,4096,50,0.8,0.12,270
180,10,148,28,23,36.55179281,3.794450237,0.110672774,0.007113273,0.193230475,1,0.191030145,620.4154883,37.78890644,4.227117246,0.114202765,0.008788689,0.139606687,33.69323003,0.120474471,1,1.073683182,20,482.1591049,1,1,4096,50,1,0.12,270
181,1,50,21,18,36.59871585,6.479347961,0.104704657,0.012420122,0.081371325,1,0.062995426,261.712777,47.54742457,14.40673319,0.172710866,0.047411769,0.015153397,5.605516857,0.072206112,1,0.423428766,20,194.0357371,1,1,4096,50,0.2,0.18,135
182,2,66,27,21,40.46787218,5.96063393,0.14299873,0.01738133,0.053103863,1,0.095602123,360.8797485,36.07792562,5.224589354,0.637196773,0.178573168,0.007005893,2.421942133,0.11603923,1,0.491368481,20,330.3007843,0,0,4096,50,0.4,0.18,135
183,3,92,32,24,42.24447938,4.647331065,0.156608056,0.015074057,0.061580852,1,0.128206317,490.9164003,40.06720169,4.114940734,0.192526148,0.026144221,0.042029674,2.759791387,0.329845835,1,0.660795625,20,449.4728387,0,1,4096,50,0.6,0.18,135
184,4,71,34,24,56.5198362,8.816767092,0.155835499,0.021806538,0.033579509,1,0.05932829,404.1395225,52.38815395,7.687875554,0.213866484,0.042500196,0.019758969,1.765867868,0.270218795,1,0.534413294,20,377.2288023,1,0,4096,50,0.8,0.18,135
185,5,67,29,24,43.02726542,6.38302567,0.152477511,0.01961872,0.046463693,1,0.086239175,371.9130784,39.62633662,5.275055646,0.18173998,0.02621996,0.036908761,4.203872741,0.419962265,1,0.562965067,20,353.194637,0,1,4096,50,1,0.18,135
186,6,121,28,24,40.48411908,4.819919864,0.0989632,0.007009456,0.184893726,1,0.148437993,521.3829345,40.82705974,5.39004148,0.122171819,0.012162533,0.085286458,57.92493577,0.058207867,1,0.965601695,20,330.6310549,1,1,4096,50,0.2,0.18,270
187,7,155,30,25,36.97329459,3.353259668,0.128925299,0.00838585,0.146989981,1,0.160414962,685.4627749,38.10723394,3.992569953,0.144163947,0.013598663,0.08507327,10.01283266,0.142735924,1,1.458613741,20,523.423392,1,1,4096,50,0.4,0.18,270
188,8,180,40,25,45.89036724,3.147324099,0.164494488,0.011987655,0.097595628,1,0.205533489,870.1370638,47.55710498,3.780132885,0.17366458,0.014836222,0.066780177,19.77374908,0.108951758,1,1.376146324,20,685.2058214,1,1,4096,50,0.6,0.18,270
189,9,133,35,24,43.01369363,3.815613938,0.145203394,0.011112604,0.101116627,1,0.169418685,648.4499002,44.48221027,4.358938091,0.148950925,0.012838893,0.077828374,33.38009735,0.113282306,1,1.190466948,20,548.902177,1,1,4096,50,0.8,0.18,270
190,10,136,38,25,46.23401203,3.96175781,0.164699,0.014086926,0.073174189,1,0.127731931,695.0200818,46.9692257,4.400490347,0.169139628,0.016429374,0.061213783,13.26601986,0.18385528,1,1.246544631,20,622.4290922,1,1,4096,50,1,0.18,270
