,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
96,6,94,33,25,59.8030007,9.548926918,0.123470772,0.012720903,0.064075387,1,0.100555487,484.5444691,75.23750422,39.86242532,0.597429257,0.309317591,0.003021298,0.259311668,0.197924916,1,0.6272686,20,460.7738299,0,0,4096,0.2,0.18,0.005,0.5,50,0.00222955,1
97,7,90,28,25,61.37980533,10.46162509,0.09521659,0.009213143,0.089138682,1,0.146531177,440.0024638,53.79943388,10.52322738,0.149812649,0.045183561,0.030716392,0.216249489,0.523068123,1,0.640159408,20,412.7889639,1,1,4096,0.4,0.18,0.005,0.5,50,0.03545628,1
98,8,75,28,24,58.27853844,10.5667578,0.11427419,0.013920049,0.056673809,1,0.099976607,396.0082377,46.38818704,7.93754733,0.204582994,0.070376581,0.019421759,0.347801459,0.463648091,1,0.485655145,20,373.7155462,1,1,4096,0.6,0.18,0.005,0.5,50,0.019013019,1
99,9,91,34,25,57.6171069,9.442355086,0.143591945,0.017275734,0.047792407,1,0.106813204,490.5103706,57.3572171,9.146691013,0.160650533,0.025008128,0.034213141,1.224431771,0.576228386,1,0.737954549,20,470.1123127,1,1,4096,0.8,0.18,0.005,0.5,50,0.030833711,1
100,10,71,27,24,55.15517569,11.48021664,0.125278232,0.018884394,0.044995416,1,0.100650533,382.1606939,42.32179653,7.042743352,0.310465898,0.111717527,0.009882443,0.474605741,0.379095944,1,0.467947825,20,366.621023,0,0,4096,1,0.18,0.005,0.5,50,0.00825586,1
101,1,243,32,24,66.23438126,8.889271319,0.068446824,0.003060129,0.340808083,1,0.357755931,825.2462021,45.76511919,7.384308392,0.134406374,0.037513793,0.087568511,0.191823154,0.456231233,1,2.228830012,20,731.5225072,1,1,4096,0.2,0.12,0.01,0.5,50,0.088100911,1
102,2,213,30,25,46.70380391,5.675429601,0.098394502,0.005335721,0.227150922,1,0.342974492,806.4289642,47.39857381,6.61150936,0.1098782,0.015014377,0.127738735,0.404255389,0.536327126,1,1.838904746,20,672.271021,1,1,4096,0.4,0.12,0.01,0.5,50,0.131824782,1
103,3,192,29,25,44.99914844,5.543100892,0.102499309,0.005720221,0.191190636,1,0.323723884,762.2805913,40.23940052,4.969201719,0.135447905,0.017380161,0.094630398,0.884176327,0.455664703,1,1.607667653,20,667.9485381,0,1,4096,0.6,0.12,0.01,0.5,50,0.086751211,1
104,4,156,31,24,52.62774275,6.82459878,0.094313571,0.005810826,0.188407524,1,0.268064582,643.7902054,47.82009624,6.614795241,0.124705714,0.017684835,0.087585997,0.673698992,0.484418973,1,1.442496049,20,571.7454299,1,1,4096,0.8,0.12,0.01,0.5,50,0.102340474,1
105,5,209,39,25,56.42229289,5.78587209,0.110856101,0.006145321,0.183954001,1,0.35346452,873.3091391,54.29566039,5.634291511,0.144129078,0.015048325,0.07665804,0.972613442,0.402436449,1,1.937140747,20,765.9518954,1,0,4096,1,0.12,0.01,0.5,50,0.076615548,1
106,6,172,34,25,48.59096081,5.444309227,0.122212671,0.008597608,0.129471883,1,0.253747642,774.893636,45.33261987,4.962584303,0.16093098,0.026617082,0.062543925,0.371784444,0.540916162,1,1.345349379,20,695.9546092,0,1,4096,0.2,0.18,0.01,0.5,50,0.061452679,1
107,7,147,32,25,42.79962361,4.888025658,0.144818567,0.013094991,0.090574027,1,0.222778173,702.2315969,42.49780315,4.892474495,0.177582861,0.032866633,0.047431057,0.46362234,0.522743607,1,1.226049423,20,633.1215008,0,1,4096,0.4,0.18,0.01,0.5,50,0.050468225,1
108,8,174,41,25,54.71920038,5.326853368,0.145278831,0.010963446,0.090354728,1,0.254636025,836.4897961,54.84006091,5.386761262,0.169601829,0.023544111,0.053273456,0.52974722,0.560255314,1,1.607233659,20,758.5507597,0,1,4096,0.6,0.18,0.01,0.5,50,0.055329796,1
109,9,168,37,24,46.68179873,4.731468063,0.160877189,0.015069734,0.080711608,1,0.220862893,815.4001626,45.07727125,3.849529344,0.212112654,0.034664896,0.039762084,0.776964883,0.465142526,1,1.449122556,20,742.5831035,0,0,4096,0.8,0.18,0.01,0.5,50,0.035374228,1
110,10,198,43,25,57.05649878,5.693266688,0.146963186,0.012294161,0.088877303,1,0.280554553,941.8696492,54.15506962,4.67871721,0.18172639,0.021172569,0.053940099,0.91033322,0.530459984,1,1.8225745,20,869.4633056,1,1,4096,1,0.18,0.01,0.5,50,0.048193019,1
111,1,220,25,20,69.65484142,11.63803101,0.053273325,0.00251179,0.465372669,1,0.192244454,642.7205611,44.18547455,8.142395644,0.153975001,0.036898911,0.038026165,0.297478506,0.212694226,1,1.04601779,20,481.7634088,1,1,4096,0.2,0.12,0.005,0.25,50,0.033565236,1
112,2,251,34,25,90.19215028,12.68817718,0.056026693,0.002236668,0.473959894,1,0.196795126,774.2951917,84.03239221,15.02903651,0.096076843,0.017040516,0.074303446,0.413857863,0.280702783,1,1.285106782,20,563.3540789,1,1,4096,0.4,0.12,0.005,0.25,50,0.086209016,1
113,3,141,21,22,50.87789119,9.078902231,0.066880658,0.004049222,0.32212069,1,0.128455468,496.1038529,48.15802273,10.16513191,0.102759223,0.01830204,0.072011964,0.751261496,0.26959392,1,0.625495533,20,364.6380088,0,1,4096,0.6,0.12,0.005,0.25,50,0.075361322,1
114,4,123,17,16,38.84895512,7.632898392,0.07308474,0.005008053,0.281188395,1,0.105169006,444.5811878,27.892513,5.44513955,0.169717752,0.032143662,0.033550304,0.776370663,0.193434638,1,0.546398556,20,337.9675127,0,0,4096,0.8,0.12,0.005,0.25,50,0.027627119,1
115,5,114,23,23,56.33507562,9.883875396,0.077492116,0.00577875,0.165751705,1,0.140258249,479.4377923,51.75948874,10.11992323,0.107407801,0.014942248,0.065545211,1.576375461,0.274735786,1,0.56687696,20,402.1105337,1,1,4096,1,0.12,0.005,0.25,50,0.068979253,1
116,6,165,35,24,93.42769948,13.27500291,0.070544335,0.00360355,0.17315405,1,0.199767645,698.8263435,67.76262144,10.8532934,0.159160959,0.032118618,0.028128134,0.210608243,0.271592038,1,0.799440857,20,578.4215464,1,1,4096,0.2,0.18,0.005,0.25,50,0.031413552,1
117,7,141,32,25,95.68378279,14.70235575,0.058833436,0.003431358,0.222876855,1,0.159857663,563.1562236,57.49778127,10.3732439,0.166545785,0.041918905,0.029133276,0.442868474,0.265333162,1,0.703439637,20,499.4361073,1,1,4096,0.4,0.18,0.005,0.25,50,0.028689491,1
118,8,115,27,22,68.67737386,11.23684411,0.081032226,0.005559694,0.123633505,1,0.091157182,528.1004948,57.3869206,11.18343725,0.138527667,0.026910538,0.034108598,0.534857363,0.298592784,1,0.550492672,20,462.80184,1,1,4096,0.6,0.18,0.005,0.25,50,0.041468383,1
119,9,74,28,24,80.83939757,14.79414278,0.080704011,0.008049298,0.086878251,1,0.072806434,372.3754452,64.39298982,14.31193414,0.141030821,0.034016195,0.027519538,0.654688344,0.328007415,1,0.367604089,20,338.3748989,1,1,4096,0.8,0.18,0.005,0.25,50,0.040009403,1
120,10,86,29,23,59.16515183,10.61306454,0.111645023,0.011978813,0.077632209,1,0.085923564,434.1283062,53.47449996,9.782543462,0.16347083,0.028793425,0.028924109,1.301986773,0.249050376,1,0.414474086,20,382.2277516,1,1,4096,1,0.18,0.005,0.25,50,0.029778965,1
121,1,466,24,23,61.89000593,10.15898684,0.05910597,0.001691962,0.855313281,1,0.390520275,1076.582459,36.45404694,6.242823212,0.141199156,0.025525254,0.092368951,0.310286266,0.221820012,1,3.878154325,20,572.366033,0,1,4096,0.2,0.12,0.01,0.25,50,0.079828125,1
122,2,373,26,23,68.781217,11.00776145,0.056695166,0.001977155,0.94967044,1,0.306829866,827.0900766,47.74276894,8.669703248,0.118300313,0.020371925,0.102078533,0.278938475,0.245218742,1,3.325472514,20,475.8966479,1,1,4096,0.4,0.12,0.01,0.25,50,0.11372301,1
123,3,377,27,25,68.34241999,10.6015476,0.059890388,0.002039681,0.886791677,1,0.360337965,884.4815397,48.95787325,8.47070078,0.112698091,0.017217232,0.133228258,0.483561388,0.285777726,1,3.428930334,20,582.0876735,1,1,4096,0.6,0.12,0.01,0.25,50,0.125310369,1
124,4,331,21,25,52.63549137,9.221886389,0.064053384,0.002256298,0.615086509,1,0.320903905,848.4457079,38.8301672,7.320101129,0.110596138,0.016268925,0.133620017,0.721569487,0.27235681,1,2.778985373,20,508.3805438,0,1,4096,0.8,0.12,0.01,0.25,50,0.130118847,1
125,5,440,31,24,72.12482379,10.13770895,0.068647218,0.002162833,0.624953599,1,0.454778485,1193.990365,48.00789343,6.963804505,0.138520078,0.018590966,0.094562491,1.02224258,0.228104594,1,3.505264306,20,735.2787674,1,1,4096,1,0.12,0.01,0.25,50,0.082945853,1
126,6,358,33,24,95.6164965,13.95814285,0.059440651,0.002241972,0.415385347,1,0.448007413,1082.660122,45.00136845,6.387054016,0.201960723,0.056244017,0.035491963,0.110781614,0.219150619,1,2.884398476,20,832.1352213,1,1,4096,0.2,0.18,0.01,0.25,50,0.039019913,1
127,7,320,35,25,87.58717572,12.0913228,0.071266915,0.002980373,0.339533272,1,0.405376339,1075.383394,48.94478652,6.760741387,0.184908568,0.039171454,0.043825478,0.417247823,0.240518614,1,2.52188367,20,824.9832056,1,1,4096,0.4,0.18,0.01,0.25,50,0.04654854,1
128,8,397,37,25,85.72959264,11.17040833,0.081770179,0.003079533,0.240898915,1,0.60209022,1421.981379,46.51914104,4.363271886,0.214396712,0.030282549,0.038848163,0.735381143,0.207212852,1,3.117296485,20,1045.38127,1,1,4096,0.6,0.18,0.01,0.25,50,0.03462453,1
129,9,280,33,24,67.15862398,9.237926345,0.096624086,0.005149492,0.183465879,1,0.403479862,1095.189746,41.31220235,3.856524652,0.245756092,0.039037552,0.026609882,0.799225973,0.186513234,1,2.108313505,20,832.2318637,1,1,4096,0.8,0.18,0.01,0.25,50,0.026351876,1
130,10,237,31,25,67.56555645,9.791012357,0.0883354,0.004808008,0.214120745,1,0.311215011,906.6075344,37.73442328,3.979220947,0.227905372,0.051457429,0.036062691,1.236138519,0.197155684,1,1.560370958,20,690.6414443,1,1,4096,1,0.18,0.01,0.25,50,0.030641569,1
131,1,108,23,25,47.52404863,8.274201993,0.097621003,0.008077574,0.133224434,1,0.161287562,478.5126241,39.99826661,8.909392681,0.145243163,0.044462144,0.048107925,0.167948906,0.482536369,1,1.102906954,20,426.2482942,0,0,4096,0.2,0.12,0.005,0.5,50,0.03772235,1
132,2,111,27,23,69.37815132,11.84630861,0.081414683,0.006783368,0.12693159,1,0.184314815,501.4973813,64.88131592,12.53984026,0.093120699,0.016627769,0.092976701,0.48390264,0.719174115,1,1.119345041,20,477.4943264,1,1,4096,0.4,0.12,0.005,0.5,50,0.091769355,1
133,3,45,20,18,65.84064367,15.25055088,0.07119358,0.009428396,0.094032813,1,0.052629705,227.6857515,59.37937698,14.85391869,0.093665931,0.020695473,0.051869624,0.570648737,0.640578949,1,0.482931948,20,221.6440842,1,1,4096,0.6,0.12,0.005,0.5,50,0.09070408,0
134,4,69,22,24,49.92415872,9.707879085,0.09739234,0.010283218,0.096672233,1,0.097582885,338.0845973,48.76216647,10.08552231,0.117753739,0.019373075,0.051165815,0.982092283,0.410727306,1,0.656491546,20,314.2748502,0,1,4096,0.8,0.12,0.005,0.5,50,0.057390595,1
135,5,58,23,22,52.6417895,11.71693507,0.114624585,0.016471049,0.052857745,1,0.055840659,311.7012523,38.40267982,6.981645149,0.32626088,0.13920369,0.008106534,0.79703096,0.187383007,1,0.575487661,20,284.0158001,0,0,4096,1,0.12,0.005,0.5,50,0.007475842,1
136,6,106,26,25,52.66462573,9.164737591,0.110531099,0.010929794,0.085611233,1,0.142441316,511.335606,47.62729849,10.18739404,0.138145267,0.037557757,0.049634706,0.237236618,0.664107792,1,1.001385883,20,480.5734764,1,1,4096,0.2,0.18,0.005,0.5,50,0.041698278,1
137,7,87,29,23,75.70709362,13.05770313,0.090202254,0.008492845,0.083005209,1,0.127976815,435.3601593,54.11680167,11.03683115,0.172646277,0.053111022,0.024215306,0.352682259,0.441944991,1,0.829971627,20,412.3215867,1,1,4096,0.4,0.18,0.005,0.5,50,0.026697814,1
138,8,58,23,25,46.54984325,10.70189309,0.127563991,0.019378254,0.051048861,1,0.096292122,310.8220341,46.42735781,10.29123896,0.140984911,0.031692831,0.036283516,0.590844569,0.648635978,1,0.571910866,20,296.9905474,0,1,4096,0.6,0.18,0.005,0.5,50,0.040035464,1
139,9,58,28,20,48.47932375,11.06383517,0.185408387,0.035474785,0.024040621,1,0.089756095,334.6140983,52.67097624,10.82109878,0.215974069,0.050843066,0.013809617,1.461258184,0.339104372,1,0.555793611,20,321.1136066,0,0,4096,0.8,0.18,0.005,0.5,50,0.01706031,1
140,10,79,30,24,77.8212329,14.41867264,0.101351226,0.011365643,0.057344073,1,0.125414316,418.3257407,52.36220403,8.364614335,0.259206891,0.099985993,0.010942487,0.335280723,0.355787848,1,0.773527737,20,399.6232163,1,0,4096,1,0.18,0.005,0.5,50,0.011843963,1
141,1,225,26,25,53.6665879,8.353993699,0.082818912,0.004559831,0.322112461,1,0.269867833,750.4430002,50.90675184,9.385616582,0.099361787,0.016208776,0.148904283,0.334233147,0.572683529,1,1.71828471,20,666.3652324,1,1,4096,0.2,0.12,0.01,0.5,50,0.161206054,1
142,2,299,28,25,51.93997212,7.291837822,0.09313867,0.004520769,0.280852205,1,0.467647076,1023.311731,40.20361374,6.330795044,0.146046583,0.02816801,0.087342611,0.401049283,0.42203864,1,2.33974636,20,866.9900994,0,1,4096,0.4,0.12,0.01,0.5,50,0.074616922,1
143,3,226,26,25,48.0018103,7.110620727,0.098172186,0.005677991,0.213739836,1,0.312893891,841.2923288,41.70065756,6.698050329,0.131417539,0.020006314,0.089567157,0.424358838,0.471139212,1,1.704275572,20,726.5914406,0,1,4096,0.6,0.12,0.01,0.5,50,0.092153847,1
144,4,254,28,25,51.76026632,7.209922661,0.098749665,0.005008533,0.205859198,1,0.334136426,963.5954996,42.83361261,6.444361452,0.135356342,0.019151089,0.094444006,0.766865906,0.446793821,1,1.890488895,20,820.8576169,0,1,4096,0.8,0.12,0.01,0.5,50,0.086868619,1
145,5,190,26,24,47.81962512,7.708488829,0.098424983,0.007431197,0.214556057,1,0.252039059,722.0708476,40.35285794,6.036093377,0.125991181,0.014331958,0.122563975,1.227594314,0.46462704,1,1.534014992,20,621.5776849,0,1,4096,1,0.12,0.01,0.5,50,0.100262802,1
146,6,256,38,25,61.89424421,7.660692945,0.119615438,0.008008639,0.135036963,1,0.347039922,1085.21526,47.27664086,4.041423442,0.25480377,0.067941459,0.024782,0.154937659,0.354070655,1,1.9126803,20,957.9056303,1,0,4096,0.2,0.18,0.01,0.5,50,0.024513675,1
147,7,218,34,25,62.75723015,8.741210854,0.109591536,0.007746922,0.123350426,1,0.298573438,939.3996443,42.96978304,4.293508548,0.236218562,0.056113927,0.028201834,0.304603076,0.372633969,1,1.41626217,20,845.7194971,1,1,4096,0.4,0.18,0.01,0.5,50,0.028522796,1
148,8,188,34,25,63.513581,8.873326378,0.108729603,0.007419412,0.122123035,1,0.267706327,835.9393239,50.13811717,6.885129411,0.158089444,0.023531005,0.058723685,0.842100588,0.503482356,1,1.34963429,20,777.3455491,1,1,4096,0.6,0.18,0.01,0.5,50,0.063681662,1
149,9,185,36,25,55.07596113,7.458476609,0.132122264,0.011326053,0.109990069,1,0.288837699,844.3031352,54.23367545,7.694667269,0.154879283,0.026875252,0.059042122,0.473026179,0.605774548,1,1.349212952,20,775.2049953,1,1,4096,0.8,0.18,0.01,0.5,50,0.066348862,1
150,10,145,33,25,51.85624921,8.09421584,0.139526936,0.015854057,0.07867426,1,0.153660587,705.6191708,46.70036856,6.141205944,0.178854069,0.026967096,0.043914981,0.938240814,0.49251222,1,1.000111314,20,650.7105862,0,1,4096,1,0.18,0.01,0.5,50,0.049753368,1
151,1,195,22,22,83.54152082,16.21101267,0.039208842,0.002139312,0.702385269,1,0.200182994,504.5313042,44.08069074,10.18804249,0.135506382,0.042906353,0.042552202,0.125026397,0.223597378,1,1.77254535,20,407.37399,1,1,4096,0.2,0.12,0.005,0.25,50,0.043338177,1
152,2,228,25,23,69.41896792,11.70026993,0.059180983,0.002966074,0.419172878,1,0.254712228,716.8423108,58.19102196,11.07359363,0.094953071,0.016570706,0.099509019,0.475091389,0.351534363,1,1.777952385,20,564.2203144,1,1,4096,0.4,0.12,0.005,0.25,50,0.088261662,1
153,3,235,28,24,78.6955932,12.38926552,0.059019203,0.002488639,0.397920092,1,0.292571115,773.5163568,63.95709009,12.04717513,0.10706859,0.020446587,0.067636206,0.498135362,0.28611159,1,1.894408266,20,599.7467267,1,1,4096,0.6,0.12,0.005,0.25,50,0.06941702,1
154,4,96,18,22,47.86437794,9.497424258,0.064990737,0.004567493,0.322581953,1,0.131406061,363.6344659,44.80146062,9.907225694,0.098694402,0.018134473,0.070154552,0.807333964,0.311992693,1,0.776957937,20,311.4268991,0,1,4096,0.8,0.12,0.005,0.25,50,0.08169681,1
155,5,132,20,23,43.7643155,7.878466116,0.086541652,0.005944056,0.193524165,1,0.190803365,528.9977177,34.28241113,6.458186569,0.170752549,0.035162391,0.030199438,0.677025469,0.188092906,1,0.88983839,20,393.1723181,0,0,4096,1,0.12,0.005,0.25,50,0.027293281,1
156,6,148,26,25,74.54326007,12.77043399,0.064012741,0.004295833,0.242611265,1,0.168537223,560.5245242,41.82246991,6.133320546,0.279221429,0.181703578,0.011058678,0.23390108,0.148743334,1,1.226127239,20,458.351528,1,1,4096,0.2,0.18,0.005,0.25,50,0.010206871,1
157,7,112,20,23,58.03456283,11.2093464,0.061686809,0.004357322,0.2722684,1,0.132575679,425.2363531,49.72264788,15.61674259,0.092527196,0.039190992,0.088785142,0.429980432,0.445145054,1,0.931634355,20,373.618332,1,1,4096,0.4,0.18,0.005,0.25,50,0.092950414,1
158,8,147,28,20,79.06529502,12.96303971,0.06908376,0.00436739,0.185514137,1,0.228292048,597.7075102,48.72293258,10.8816232,0.161928484,0.054192491,0.034501001,0.612854634,0.314900188,1,1.191966351,20,550.9237331,1,1,4096,0.6,0.18,0.005,0.25,50,0.030348948,1
159,9,95,23,25,59.93646454,11.24100694,0.086228662,0.007619317,0.102697886,1,0.166562351,439.5187484,46.47180825,9.896891424,0.143122751,0.030389141,0.03515167,0.835855007,0.321092438,1,0.731296047,20,396.4428724,1,1,4096,0.8,0.18,0.005,0.25,50,0.038848368,1
160,10,109,32,25,90.39401819,14.92804684,0.080403566,0.006915568,0.103100201,1,0.181236585,518.452569,67.90723963,12.99420153,0.147561521,0.030217469,0.028990589,0.730027772,0.312149178,1,0.821308815,20,467.8008807,1,1,4096,1,0.18,0.005,0.25,50,0.03654634,1
161,1,641,40,25,115.7323192,15.13599437,0.045713004,0.001201758,1.19162744,1,0.511725533,1270.520711,64.93671967,10.83794778,0.127790711,0.029209337,0.0934918,0.188908123,0.234603406,1,5.619495563,20,772.8162766,1,1,4096,0.2,0.12,0.01,0.25,50,0.097458913,1
162,2,436,29,24,84.93448648,13.18353351,0.04636651,0.0016144,0.990976438,1,0.327160815,910.7899787,39.62462402,5.687095016,0.170710545,0.041881201,0.058212877,0.374992861,0.187978084,1,3.708668288,20,592.9348559,1,1,4096,0.4,0.12,0.01,0.25,50,0.054613428,1
163,3,555,33,24,73.31693313,9.75156932,0.063376064,0.001746604,0.887583329,1,0.446221828,1282.708638,49.20530206,6.784716654,0.140870832,0.023690828,0.086031295,0.489415169,0.211027268,1,4.242485754,20,702.5990561,1,1,4096,0.6,0.12,0.01,0.25,50,0.080200665,1
164,4,328,28,23,61.45334597,8.987713535,0.068706454,0.002728266,0.564841994,1,0.344443075,926.5647267,42.0155117,5.802486247,0.143610214,0.020578954,0.077506287,0.901615025,0.211430329,1,2.219970608,20,576.4367124,1,1,4096,0.8,0.12,0.01,0.25,50,0.077170173,1
165,5,363,30,24,55.90009374,7.346148455,0.083063661,0.003026392,0.453357293,1,0.405781066,1085.1263,43.76021128,5.658549694,0.155367012,0.022891841,0.064280476,1.175324259,0.186808207,1,2.532501129,20,662.4567183,0,1,4096,1,0.12,0.01,0.25,50,0.06593295,1
166,6,469,36,24,77.88599437,10.01985387,0.075137274,0.002773017,0.360984571,1,0.658642487,1442.281043,45.54441358,4.346786871,0.222370118,0.047882443,0.034142978,0.297622251,0.204984268,1,3.245879579,20,1063.467303,1,1,4096,0.2,0.18,0.01,0.25,50,0.03218602,1
167,7,410,42,25,79.75117797,9.134933289,0.088968747,0.003637381,0.275305166,1,0.424657126,1412.504298,59.59455103,6.517006624,0.169195733,0.025638564,0.053261322,0.390389525,0.267487054,1,2.767175265,20,1077.438578,1,1,4096,0.4,0.18,0.01,0.25,50,0.055595715,1
168,8,341,39,25,76.09685861,9.297492343,0.08696921,0.003926854,0.27269458,1,0.429405423,1211.58223,52.67360269,5.597155922,0.190698513,0.033558613,0.042800743,0.585132855,0.227915653,1,2.075142109,20,915.5323118,1,1,4096,0.6,0.18,0.01,0.25,50,0.043764857,1
169,9,292,35,25,74.69937861,9.912166756,0.080421733,0.003749132,0.26790787,1,0.454638477,1027.407555,49.24178359,5.888906607,0.165465626,0.026106878,0.058824033,0.680258236,0.292780904,1,1.819281769,20,830.9476375,1,1,4096,0.8,0.18,0.01,0.25,50,0.058130567,1
170,10,268,32,25,50.7316262,6.428667342,0.112282135,0.006851708,0.190342712,1,0.360047686,1021.916523,44.06171593,4.98299837,0.177989231,0.024305965,0.049482736,0.770700019,0.272672733,1,1.632241003,20,795.9899236,0,1,4096,1,0.18,0.01,0.25,50,0.050238039,1
171,1,67,20,20,59.45667918,12.57383875,0.067114346,0.007238219,0.145245066,1,0.11016984,300.1584514,97.75235919,168.7457438,0.967163789,1.065663019,0.001012596,0.226959221,0.075168831,1,0.489733911,20,286.7830934,0,0,4096,0.2,0.12,0.005,0.5,50,0.000850727,1
172,2,84,24,22,57.8734627,10.67650793,0.083397285,0.007864637,0.130947767,1,0.13498559,380.4594529,51.09464695,10.33671063,0.119575708,0.023571369,0.052007546,0.503652665,0.444486708,1,0.579478832,20,351.9751591,1,1,4096,0.4,0.12,0.005,0.5,50,0.055655004,1
173,3,99,23,25,43.81144526,7.996488585,0.106056463,0.010643223,0.114352619,1,0.14308666,452.5946962,40.36228888,7.241502801,0.145322482,0.024774887,0.045382084,0.454958983,0.409126903,1,0.608582004,20,408.3075208,0,0,4096,0.6,0.12,0.005,0.5,50,0.037681182,1
174,4,76,23,25,53.81356526,10.3381091,0.096475693,0.009897257,0.084963283,1,0.078625818,373.8181045,53.45710431,10.56170246,0.109589685,0.014974184,0.055258109,1.2381926,0.486160689,1,0.535875154,20,358.7532583,1,1,4096,0.8,0.12,0.005,0.5,50,0.0662599,1
175,5,93,25,25,48.95108995,8.384272284,0.105050557,0.009987955,0.108071956,1,0.131263304,443.1050543,42.5010368,7.487670494,0.135296619,0.020881886,0.06329071,1.208305212,0.484419441,1,0.667988133,20,416.512725,0,0,4096,1,0.12,0.005,0.5,50,0.043472664,1
176,6,101,28,24,69.36461842,11.6598503,0.092248157,0.007779813,0.084240947,1,0.143323918,494.8158653,46.23341655,9.344532356,0.183227123,0.079049309,0.026665381,0.068312587,0.557398971,1,0.996897813,20,466.5981185,1,1,4096,0.2,0.18,0.005,0.5,50,0.023703398,1
177,7,77,26,24,51.6713577,11.29383408,0.126268253,0.018441545,0.053345446,1,0.086584183,403.4020362,41.11910896,6.923636951,0.229143533,0.08225078,0.01686724,0.559311408,0.400832536,1,0.559372787,20,379.6325649,0,1,4096,0.4,0.18,0.005,0.5,50,0.015155662,1
178,8,75,27,23,43.93553835,9.7925778,0.165980083,0.030244702,0.037777769,1,0.085205011,412.5138063,51.84828206,9.321982769,0.147940786,0.019433668,0.034588792,0.130774694,0.99999992,1,0.925172007,20,394.8703711,1,0,4096,0.6,0.18,0.005,0.5,50,0.036359198,0
179,9,71,28,23,62.59179422,12.59344987,0.117916196,0.015053724,0.049363669,1,0.076641691,380.8114091,51.03406965,10.26406881,0.163766287,0.035960307,0.029063096,0.791421575,0.564398523,1,0.553958809,20,362.2537814,1,1,4096,0.8,0.18,0.005,0.5,50,0.029671611,1
180,10,85,27,25,37.62242302,5.600516031,0.166610522,0.0188573,0.059985642,1,0.135371804,450.5639258,39.288505,5.921283259,0.193835657,0.03627294,0.031249014,1.177978831,0.424692057,1,0.716467122,20,410.5974021,1,0,4096,1,0.18,0.005,0.5,50,0.021179846,1
181,1,282,33,25,66.7219684,9.007756822,0.087078763,0.004237099,0.266894111,1,0.363014774,1002.484953,55.50833489,9.335601762,0.13342359,0.026543335,0.074457551,0.189412512,0.437963129,1,1.967000254,20,848.0010286,1,1,4096,0.2,0.12,0.01,0.5,50,0.089403576,1
182,2,276,30,24,67.2261985,9.665556856,0.079764419,0.003574566,0.260710754,1,0.400081293,984.5077222,56.20090864,10.17781143,0.109675796,0.020101271,0.115631034,0.391548233,0.547948854,1,2.194483399,20,865.0636573,1,1,4096,0.4,0.12,0.01,0.5,50,0.132311789,1
183,3,284,30,25,61.82870185,8.722917962,0.085983019,0.004081384,0.260850328,1,0.323645743,990.9629679,52.13350049,8.225656922,0.115064039,0.016100766,0.123443569,0.465996138,0.548240271,1,2.244228868,20,867.6517478,1,1,4096,0.6,0.12,0.01,0.5,50,0.120210085,1
184,4,216,25,25,45.05718867,6.817903814,0.101961644,0.006462054,0.197627723,1,0.283597338,823.0850232,37.14614682,5.645300593,0.133188853,0.018172493,0.116575298,0.984502888,0.471412282,1,1.572156815,20,686.9402906,0,1,4096,0.8,0.12,0.01,0.5,50,0.08971899,1
185,5,173,27,25,48.13669423,7.425115044,0.10889636,0.00842442,0.149641451,1,0.257095687,723.5818893,41.99722042,6.742614537,0.144651804,0.023978806,0.070074689,0.716255298,0.434084473,1,1.315919892,20,621.1596454,0,0,4096,1,0.12,0.01,0.5,50,0.07606282,1
186,6,259,34,25,61.86320157,8.114422068,0.104486289,0.005975655,0.167954647,1,0.382076661,1030.99868,44.93331621,5.931534666,0.186172935,0.044980365,0.04997927,0.251011006,0.465525636,1,1.921507911,20,926.883441,1,1,4096,0.2,0.18,0.01,0.5,50,0.045918431,1
187,7,206,37,25,54.26877976,6.819774819,0.140315348,0.011837718,0.103192629,1,0.259663483,933.9120895,45.63120569,4.022921438,0.265674663,0.074063688,0.023490963,0.563926459,0.325646079,1,1.399060206,20,830.8225263,0,0,4096,0.4,0.18,0.01,0.5,50,0.022548614,1
188,8,177,33,25,58.64671306,8.764417794,0.119776813,0.010693498,0.098737492,1,0.233984506,811.2846814,48.15871667,6.551919556,0.172484954,0.027938138,0.046207769,0.580299292,0.524199247,1,1.17376682,20,756.3210835,1,1,4096,0.6,0.18,0.01,0.5,50,0.053495555,1
189,9,170,31,25,39.41369652,5.109133633,0.167062532,0.018311189,0.091976668,1,0.27113293,796.0236437,38.83486588,4.049384907,0.219750272,0.038708576,0.035949051,0.76658926,0.425126272,1,1.291848818,20,725.654558,0,0,4096,0.8,0.18,0.01,0.5,50,0.032958033,1
190,10,177,36,25,51.28741996,7.428687019,0.152671491,0.017159913,0.081488955,1,0.223409005,842.434328,45.788342,4.547582699,0.219074613,0.035022158,0.034606873,0.720779335,0.483576448,1,1.216206034,20,791.7255202,0,0,4096,1,0.18,0.01,0.5,50,0.033161642,1
